actor,gender,film,director,year,maleactors,femaleactors
Kevin Corrigan,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Kevin Corrigan,m,Slums of Beverly Hills,Tamara Jenkins,1998,13,11
Kevin Corrigan,m,Family Remains,Tamara Jenkins,1993,2,3
Kevin Corrigan,m,The Mentalist,Allison Anders,2008,32,18
Kevin Corrigan,m,Please Give,Nicole Holofcener,2010,21,24
Kevin Corrigan,m,Walking and Talking,Nicole Holofcener,1996,13,14
Marie Barrientos,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
O.L. Duke,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Ellen Gould,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
John C. Vennema,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
John C. Vennema,m,Unbreakable Kimmy Schmidt,Nicole Holofcener,2015,29,21
Sixto Ramos,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Erika Greene,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Jerry Stiller,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Jerry Stiller,m,A Fish in the Bathtub,Joan Micklin Silver,1998,28,16
Bonnie Hunt,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Richard Spore,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Mekhi Phifer,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Mekhi Phifer,m,ER,Donna Deitch,1994,24,26
José Ramón Rosario,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Nancy Ticotin,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
John Ford Noonan,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Michael Rapaport,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Israel Horovitz,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Mercedes Ruehl,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Mercedes Ruehl,f,Big,Penny Marshall,1988,47,17
Mercedes Ruehl,f,What's Cooking?,Gurinder Chadha,2000,26,22
Mercedes Ruehl,f,Lost in Yonkers,Martha Coolidge,1993,15,6
Zachary Taylor,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Jeremy Jordan,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Rob Clasen,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Jay Bailey,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Nicole Ari Parker,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Nicole Ari Parker,f,Empire,Dee Rees,2015,25,25
Nicole Ari Parker,f,Murder in the First (2014-2016),Allison Anders,2014,33,17
Nicole Ari Parker,f,Time After Time,Allison Anders,2017,33,17
Ajay Naidu,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Ajay Naidu,m,Bored to Death,Nicole Holofcener,2009,27,23
Danny Hoch,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Steven Randazzo,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Steven Randazzo,m,Awakenings,Penny Marshall,1990,44,24
Gi Shen,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Kenny Garrett,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Sam Rockwell,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Sol Frieder,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Sol Frieder,m,Hester Street,Joan Micklin Silver,1975,16,9
Tammi Cubilette,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Kavi Ladnier,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Bruklin Harris,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Taral Hicks,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Taral Hicks,f,The Preacher's Wife,Penny Marshall,1996,61,45
Daniel Rous,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Will Hare,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Michael McGlone,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Gregory Hines,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Gregory Hines,m,The Preacher's Wife,Penny Marshall,1996,61,45
Gregory Hines,m,Renaissance Man,Penny Marshall,1994,52,14
George T. Odom,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
John D. Bair,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
John Bryant,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
John Bryant,m,The Virginian,Ida Lupino,1962,45,5
Christopher Del Gaudio,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Mark Robert Gordon,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Stacie Johnsen,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Bonnie Monaghan,f,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Steve Nuke,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Frank Turek,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Christopher White,m,SUBWAYStories: Tales from the Underground,Julie Dash,1997,52,26
Tracy Chapman,f,Tracy Chapman: Give Me One Reason,Julie Dash,1996,0,1
Barbarao,f,Diary of an African Nun,Julie Dash,1977,0,4
Barbarao,f,Daughters of the Dust,Julie Dash,1991,33,37
Marnita Caraway,f,Diary of an African Nun,Julie Dash,1977,0,4
Makini Price,f,Diary of an African Nun,Julie Dash,1977,0,4
Barbara Young,f,Diary of an African Nun,Julie Dash,1977,0,4
Cora Lee Day,f,Daughters of the Dust,Julie Dash,1991,33,37
Alva Rogers,f,Daughters of the Dust,Julie Dash,1991,33,37
Trula Hoosier,f,Daughters of the Dust,Julie Dash,1991,33,37
Umar Abdurrahamn,m,Daughters of the Dust,Julie Dash,1991,33,37
Adisa Anderson,m,Daughters of the Dust,Julie Dash,1991,33,37
Kaycee Moore,f,Daughters of the Dust,Julie Dash,1991,33,37
Cheryl Lynn Bruce,f,Daughters of the Dust,Julie Dash,1991,33,37
Tommy Redmond Hicks,m,Daughters of the Dust,Julie Dash,1991,33,37
Tony King,m,Daughters of the Dust,Julie Dash,1991,33,37
Cornell Royal,m,Daughters of the Dust,Julie Dash,1991,33,37
Sherry Jackson,f,Daughters of the Dust,Julie Dash,1991,33,37
Sherry Jackson,f,77 Sunset Strip,Ida Lupino,1958,31,19
Ervin Green,m,Daughters of the Dust,Julie Dash,1991,33,37
Marcus Humphrey,m,Daughters of the Dust,Julie Dash,1991,33,37
Bernard Wilson,m,Daughters of the Dust,Julie Dash,1991,33,37
Althea Lang,f,Daughters of the Dust,Julie Dash,1991,33,37
Catherine Tarver,f,Daughters of the Dust,Julie Dash,1991,33,37
Jasmine Lee,f,Daughters of the Dust,Julie Dash,1991,33,37
Dalisia Robinson,f,Daughters of the Dust,Julie Dash,1991,33,37
Willie Faulkner,m,Daughters of the Dust,Julie Dash,1991,33,37
Frank Brown,m,Daughters of the Dust,Julie Dash,1991,33,37
Rueben Fripp,m,Daughters of the Dust,Julie Dash,1991,33,37
Derrick Coaxum,m,Daughters of the Dust,Julie Dash,1991,33,37
Neil Howard,m,Daughters of the Dust,Julie Dash,1991,33,37
Jared Warren,m,Daughters of the Dust,Julie Dash,1991,33,37
Jared Warren,m,Harriet,Kasi Lemmons,2019,70,29
Zenovia Green,m,Daughters of the Dust,Julie Dash,1991,33,37
Taira Miller,f,Daughters of the Dust,Julie Dash,1991,33,37
Tiffanye Hills,f,Daughters of the Dust,Julie Dash,1991,33,37
Jabario Cuthbert,m,Daughters of the Dust,Julie Dash,1991,33,37
Yolanda Simmons,f,Daughters of the Dust,Julie Dash,1991,33,37
Ebony Hills,f,Daughters of the Dust,Julie Dash,1991,33,37
Jamar Freeman,m,Daughters of the Dust,Julie Dash,1991,33,37
Detrell Freeman,m,Daughters of the Dust,Julie Dash,1991,33,37
Vivian Dawson,f,Daughters of the Dust,Julie Dash,1991,33,37
Inez Griffin,f,Daughters of the Dust,Julie Dash,1991,33,37
Kai-Lynn Warren,f,Daughters of the Dust,Julie Dash,1991,33,37
Geraldine Dunston,f,Daughters of the Dust,Julie Dash,1991,33,37
M. Cochise Anderson,m,Daughters of the Dust,Julie Dash,1991,33,37
Darrell O'Cook,m,Daughters of the Dust,Julie Dash,1991,33,37
Julius Cook,m,Daughters of the Dust,Julie Dash,1991,33,37
Benjamin Gillens,m,Daughters of the Dust,Julie Dash,1991,33,37
Ronald Daise,m,Daughters of the Dust,Julie Dash,1991,33,37
Marie Smalls,f,Daughters of the Dust,Julie Dash,1991,33,37
Lonnie Moon,m,Daughters of the Dust,Julie Dash,1991,33,37
De Witt Parker,m,Daughters of the Dust,Julie Dash,1991,33,37
Emma Robinson,f,Daughters of the Dust,Julie Dash,1991,33,37
Taylor Thompson,m,Daughters of the Dust,Julie Dash,1991,33,37
Virginia Green,f,Daughters of the Dust,Julie Dash,1991,33,37
Maceo Griffin,m,Daughters of the Dust,Julie Dash,1991,33,37
Archie Thomas,m,Daughters of the Dust,Julie Dash,1991,33,37
Raymond Paige,m,Daughters of the Dust,Julie Dash,1991,33,37
Ervena Faulkner,f,Daughters of the Dust,Julie Dash,1991,33,37
J.R. Wilson,m,Daughters of the Dust,Julie Dash,1991,33,37
Wilhemina Wilson,f,Daughters of the Dust,Julie Dash,1991,33,37
Tarell Brown,m,Daughters of the Dust,Julie Dash,1991,33,37
Shanna Parker,f,Daughters of the Dust,Julie Dash,1991,33,37
Belle White,f,Daughters of the Dust,Julie Dash,1991,33,37
Stanley White,m,Daughters of the Dust,Julie Dash,1991,33,37
Maxine Royale,f,Daughters of the Dust,Julie Dash,1991,33,37
Georgia Wiggins,f,Daughters of the Dust,Julie Dash,1991,33,37
Carolyn Garris,f,Daughters of the Dust,Julie Dash,1991,33,37
Ella Powell,f,Daughters of the Dust,Julie Dash,1991,33,37
Bernice Jenkins,f,Daughters of the Dust,Julie Dash,1991,33,37
Lillian Johnson,f,Daughters of the Dust,Julie Dash,1991,33,37
Jackie Parker,f,Daughters of the Dust,Julie Dash,1991,33,37
Sharria Johnson,f,Daughters of the Dust,Julie Dash,1991,33,37
Leroy Simmons Jr.,m,Daughters of the Dust,Julie Dash,1991,33,37
Eartha Robinson,f,Daughters of the Dust,Julie Dash,1991,33,37
Jeremy Renner,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Jeremy Renner,m,North Country,Niki Caro,2005,52,20
Jeremy Renner,m,Lords of Dogtown,Catherine Hardwick,2005,79,27
Anthony Mackie,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Anthony Mackie,m,Detroit,Kathryn Bigelow,2017,115,23
Anthony Mackie,m,Miss Bala,Catherine Hardwick,2019,30,11
Brian Geraghty,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Brian Geraghty,m,Briarpatch,Desiree Akhavan,2019,32,18
Guy Pearce,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Guy Pearce,m,When We Rise,Dee Rees,2017,30,20
Guy Pearce,m,Death Defying Acts,Gillian Armstrong,2007,36,17
Ralph Fiennes,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Ralph Fiennes,m,Strange Days,Kathryn Bigelow,1995,69,22
Ralph Fiennes,m,Oscar and Lucinda,Gillian Armstrong,1997,56,30
Evangeline Lilly,f,The Hurt Locker,Kathryn Bigelow,2008,36,3
Christian Camargo,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Christian Camargo,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Christian Camargo,m,Karen Sisco,Kathryn Bigelow,2003,39,11
Suhail Dabbach,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Christopher Sayegh,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Nabil Koni,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Nabil Koni,m,Zero Dark Thirty,Kathryn Bigelow,2012,101,10
Sam Spruell,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Sam Spruell,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Sam Spruell,m,The Voices,Marjane Satrapi,2014,15,10
Sam Redford,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Sam Redford,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Sam Redford,m,The Night Manager,Susanne Bier,2016,34,16
Feisal Sadoun,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Barrie Rice,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Barrie Rice,m,Zero Dark Thirty,Kathryn Bigelow,2012,101,10
Imad Dadudi,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Erin Gann,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Justin Campbell,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Malcolm Barrett,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Kristoffer Ryan Winters,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
J.J. Kandel,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
J.J. Kandel,m,Zero Dark Thirty,Kathryn Bigelow,2012,101,10
J.J. Kandel,m,We Need to Talk About Kevin,Lynne Ramsay,2011,26,20
Ryan Tramont,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Hani Naimi,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Hasan Darwish,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Wasfi Amour,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Nibras Qassem,f,The Hurt Locker,Kathryn Bigelow,2008,36,3
Ben Thomas,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Nader Tarawneh,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Anas Wellman,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Omar Mario,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Fleming Campbell,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Mark Behar,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Tommy Dallace,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Tommy Dallace,m,Zero Dark Thirty,Kathryn Bigelow,2012,101,10
Jeffrey Feingold,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Jeffrey Feingold,m,Zero Dark Thirty,Kathryn Bigelow,2012,101,10
Jerry Fortuna,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
David Gueriera,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Joseph Martinus,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Kate Mines,f,The Hurt Locker,Kathryn Bigelow,2008,36,3
Yousef Shweihat,m,The Hurt Locker,Kathryn Bigelow,2008,36,3
Peter Stebbings,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Peter Stebbings,m,Sexual Advances,Donna Deitch,1992,6,5
Roman Podhora,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Steve Nicolson,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Liam Neeson,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Ravil Isyanov,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Tim Woodward,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Tim Woodward,m,Radioactive,Marjane Satrapi,2019,30,22
Lex Shrapnel,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Shaun Benson,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Kris Holden-Ried,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Dmitry Chepovetsky,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Tygh Runyan,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Tygh Runyan,m,Venice 70: Future Reloaded,Catherine Breillat,2013,10,4
John Shrapnel,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
George Anton,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
James Francis Ginty,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Shawn Mathieson,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Jacob Pitts,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Christopher Routh,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Lubomir Mykytiuk,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Michael Gladis,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Michael Gladis,m,Reckless,Catherine Hardwick,2014,31,19
Donald Sumpter,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Natalya Vintilova,f,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Austin Strugnell,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Arsenty Sydelnykov,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
JJ Feild,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
JJ Feild,m,TURN: Washington's Spies,Allison Anders,2014,41,9
JJ Feild,m,Reach for the Moon,Joanna Hogg,2000,23,12
JJ Feild,m,TURN: Washington's Spies,Kimberly Peirce,2014,41,9
Peter Oldring,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Peter Oldring,m,Psych,Martha Coolidge,2006,37,13
Joshua Close,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Gerrit Vooren,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Joey Purpura,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Lev Prygunov,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Lee J. Campbell,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
James Clayton,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Toby Cockerell,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Charles T. Conrad,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Mark Antony Krupa,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
William Lucas,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Ryan McDonell,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Nick Smyth,m,K-19: The Widowmaker,Kathryn Bigelow,2002,49,2
Patrick Swayze,m,Point Break,Kathryn Bigelow,1991,41,14
Patrick Swayze,m,Three Wishes,Martha Coolidge,1995,60,14
Keanu Reeves,m,Point Break,Kathryn Bigelow,1991,41,14
Keanu Reeves,m,The Matrix: Path of Neo,Lana Wachowski,2005,72,22
Keanu Reeves,m,The Matrix 4,Lana Wachowski,2022,19,8
Keanu Reeves,m,Enter the Matrix,Lana Wachowski,2003,68,18
Keanu Reeves,m,The Matrix,Lana Wachowski,1999,29,11
Keanu Reeves,m,The Matrix Reloaded,Lana Wachowski,2003,59,19
Keanu Reeves,m,The Matrix Revolutions,Lana Wachowski,2003,34,14
Keanu Reeves,m,The Matrix Revolutions,Lilly Wachowski,2003,34,14
Keanu Reeves,m,The Matrix Reloaded,Lilly Wachowski,2003,59,19
Keanu Reeves,m,Enter the Matrix,Lilly Wachowski,2003,68,18
Keanu Reeves,m,The Matrix: Path of Neo,Lilly Wachowski,2005,72,22
Keanu Reeves,m,The Matrix,Lilly Wachowski,1999,29,11
Keanu Reeves,m,Something's Gotta Give,Nancy Meyers,2003,27,54
Gary Busey,m,Point Break,Kathryn Bigelow,1991,41,14
Gary Busey,m,Black Sheep,Penelope Spheeris,1996,35,13
Lori Petty,f,Point Break,Kathryn Bigelow,1991,41,14
Lori Petty,f,A League of Their Own,Penny Marshall,1992,40,56
John C. McGinley,m,Point Break,Kathryn Bigelow,1991,41,14
John Philbin,m,Point Break,Kathryn Bigelow,1991,41,14
Bojesse Christopher,m,Point Break,Kathryn Bigelow,1991,41,14
Julian Reyes,m,Point Break,Kathryn Bigelow,1991,41,14
Julian Reyes,m,Mi vida loca,Allison Anders,1993,36,33
Daniel Beer,m,Point Break,Kathryn Bigelow,1991,41,14
Daniel Beer,m,L.A. Doctors,Nicole Holofcener,1998,29,21
Chris Pedersen,m,Point Break,Kathryn Bigelow,1991,41,14
Chris Pedersen,m,Suburbia,Penelope Spheeris,1983,66,23
Vincent Klyn,m,Point Break,Kathryn Bigelow,1991,41,14
Anthony Kiedis,m,Point Break,Kathryn Bigelow,1991,41,14
Dave Olson,m,Point Break,Kathryn Bigelow,1991,41,14
Sydney Walsh,f,Point Break,Kathryn Bigelow,1991,41,14
Sydney Walsh,f,Trenchcoat in Paradise,Martha Coolidge,1989,13,7
Christopher Pettiet,m,Point Break,Kathryn Bigelow,1991,41,14
Dino Andino,m,Point Break,Kathryn Bigelow,1991,41,14
Michael Kopelow,m,Point Break,Kathryn Bigelow,1991,41,14
Matt Archbold,m,Point Break,Kathryn Bigelow,1991,41,14
Julie Michaels,f,Point Break,Kathryn Bigelow,1991,41,14
Kimberly Martin,f,Point Break,Kathryn Bigelow,1991,41,14
Mike Genovese,m,Point Break,Kathryn Bigelow,1991,41,14
Jack Kehler,m,Point Break,Kathryn Bigelow,1991,41,14
Jack Kehler,m,Karen Sisco,Kathryn Bigelow,2003,39,11
Jack Kehler,m,Murder One (1995-1997),Donna Deitch,1995,28,22
Jack Kehler,m,Murder One: Diary of a Serial Killer,Donna Deitch,1997,39,11
Galyn Görg,f,Point Break,Kathryn Bigelow,1991,41,14
Raymond Forchion,m,Point Break,Kathryn Bigelow,1991,41,14
Betsy Lynn George,f,Point Break,Kathryn Bigelow,1991,41,14
Shannon Brook,f,Point Break,Kathryn Bigelow,1991,41,14
Gloria Mann,f,Point Break,Kathryn Bigelow,1991,41,14
Ping Wu,m,Point Break,Kathryn Bigelow,1991,41,14
Ping Wu,m,Related,Martha Coolidge,2005,27,23
Jared Chandler,m,Point Break,Kathryn Bigelow,1991,41,14
John Apicella,m,Point Break,Kathryn Bigelow,1991,41,14
Richard Grove,m,Point Break,Kathryn Bigelow,1991,41,14
Anthony Mangano,m,Point Break,Kathryn Bigelow,1991,41,14
Anthony Mangano,m,NYPD Blue (1995-2003),Donna Deitch,1993,34,16
Deborah Lemen,f,Point Break,Kathryn Bigelow,1991,41,14
Mick Regan,m,Point Break,Kathryn Bigelow,1991,41,14
Randy Walker,m,Point Break,Kathryn Bigelow,1991,41,14
Marsha L. Carter,f,Point Break,Kathryn Bigelow,1991,41,14
Sedrick J. Azurdia,m,Point Break,Kathryn Bigelow,1991,41,14
Peter Phelps,m,Point Break,Kathryn Bigelow,1991,41,14
Gary Roberts,m,Point Break,Kathryn Bigelow,1991,41,14
Owen Rutledge,m,Point Break,Kathryn Bigelow,1991,41,14
Louise Alvarez,f,Point Break,Kathryn Bigelow,1991,41,14
Greg Anthony,m,Point Break,Kathryn Bigelow,1991,41,14
Mark Atienza,m,Point Break,Kathryn Bigelow,1991,41,14
Bret Culpepper,m,Point Break,Kathryn Bigelow,1991,41,14
Rich Hopkins,m,Point Break,Kathryn Bigelow,1991,41,14
Jeff Imada,m,Point Break,Kathryn Bigelow,1991,41,14
Debra Lamb,f,Point Break,Kathryn Bigelow,1991,41,14
K. Louise Middleton,f,Point Break,Kathryn Bigelow,1991,41,14
Rana Morrison,f,Point Break,Kathryn Bigelow,1991,41,14
Rana Morrison,f,The Matrix,Lana Wachowski,1999,29,11
Rana Morrison,f,The Matrix,Lilly Wachowski,1999,29,11
Rana Morrison,f,Twilight,Catherine Hardwick,2008,32,17
Mitchell Shaw,m,Point Break,Kathryn Bigelow,1991,41,14
Tom Sizemore,m,Point Break,Kathryn Bigelow,1991,41,14
Tom Sizemore,m,Strange Days,Kathryn Bigelow,1995,69,22
Tom Sizemore,m,Blue Steel,Kathryn Bigelow,1990,34,11
Gregory Snegoff,m,Point Break,Kathryn Bigelow,1991,41,14
Curt Truman,m,Point Break,Kathryn Bigelow,1991,41,14
Jim Belushi,m,Wild Palms,Kathryn Bigelow,1993,25,13
Jim Belushi,m,According to Jim,Penny Marshall,2001,30,20
Jim Belushi,m,Working Stiffs,Penny Marshall,1979,11,4
Jim Belushi,m,Total Security,Donna Deitch,1997,33,17
Robert Loggia,m,Wild Palms,Kathryn Bigelow,1993,25,13
Robert Loggia,m,Big,Penny Marshall,1988,47,17
Robert Loggia,m,Kraft Suspense Theatre,Ida Lupino,1963,41,9
Kim Cattrall,f,Wild Palms,Kathryn Bigelow,1993,25,13
Kim Cattrall,f,Sex and the City,Susan Seidelman,1998,29,21
Kim Cattrall,f,Sex and the City (1999-2000),Allison Anders,1998,29,21
Kim Cattrall,f,Sex and the City,Martha Coolidge,1998,29,21
Kim Cattrall,f,Sex and the City (1998-2000),Nicole Holofcener,1998,29,21
Angie Dickinson,f,Wild Palms,Kathryn Bigelow,1993,25,13
Bebe Neuwirth,f,Wild Palms,Kathryn Bigelow,1993,25,13
Bebe Neuwirth,f,Madam Secretary,Martha Coolidge,2014,29,21
Bebe Neuwirth,f,Bored to Death,Nicole Holofcener,2009,27,23
Nick Mancuso,m,Wild Palms,Kathryn Bigelow,1993,25,13
David Warner,m,Wild Palms,Kathryn Bigelow,1993,25,13
Ben Savage,m,Wild Palms,Kathryn Bigelow,1993,25,13
Ben Savage,m,Big Girls Don't Cry... They Get Even,Joan Micklin Silver,1991,25,12
Bob Gunton,m,Wild Palms,Kathryn Bigelow,1993,25,13
Bob Gunton,m,Cookie,Susan Seidelman,1989,49,14
Bob Gunton,m,Finnegan Begin Again,Joan Micklin Silver,1985,19,10
Aaron Michael Metchik,m,Wild Palms,Kathryn Bigelow,1993,25,13
Robert Morse,m,Wild Palms,Kathryn Bigelow,1993,25,13
Brad Dourif,m,Wild Palms,Kathryn Bigelow,1993,25,13
Brad Dourif,m,Senseless,Penelope Spheeris,1998,44,15
Charles Rocket,m,Wild Palms,Kathryn Bigelow,1993,25,13
