film,actor,gender,role,year
Kraft Suspense Theatre,Dan Barton,m,Freddie Sackheim / ...,1963
Kraft Suspense Theatre,Ed Prentiss,m,Franklin / ...,1963
Kraft Suspense Theatre,Richard X. Slattery,m,Lester / ...,1963
The Outsider,Ben Mendelsohn,m,Ralph Anderson,2020
The Outsider,Bill Camp,m,Howard Salomon,2020
The Outsider,Jeremy Bobb,m,Alec Pelley,2020
The Outsider,Mare Winningham,f,Jeannie Anderson,2020
The Outsider,Paddy Considine,m,Claude Bolton,2020
The Outsider,Yul Vazquez,m,Yunis Sablo,2020
The Outsider,Julianne Nicholson,f,Glory Maitland,2020
The Outsider,Marc Menchaca,m,Jack Hoskins,2020
The Outsider,Cynthia Erivo,f,Holly Gibney,2020
The Outsider,Derek Cecil,m,Andy Katcavage,2020
The Outsider,Hettienne Park,f,Tamika Collins,2020
The Outsider,Scarlett Blum,f,Jessa Maitland,2020
The Outsider,Summer Fontana,f,Maya Maitland,2020
The Outsider,Jason Bateman,m,Terry Maitland,2020
The Outsider,Michael Esper,m,Kenneth Hayes,2020
The Outsider,Joshua Whichard,m,Ollie Peterson,2020
The Outsider,Steve Witting,m,Herbert Zucker,2020
The Outsider,Max Beesley,m,Seale Bolton,2020
The Outsider,Martin Bats Bradford,m,Heath Hofstadter,2020
The Outsider,Carlos Navarro,m,Detective Healy,2020
The Outsider,Franco Castan,m,Detective Hidalgo,2020
The Outsider,Wes Watson,m,Derek Anderson,2020
The Outsider,Frank Deal,m,Fred Peterson,2020
The Outsider,Genevieve Hudson-Price,f,Skye,2020
The Outsider,Drez Ryan,m,Tracey Powell,2020
The Outsider,Suehyla El-Attar,f,Angela Kelly,2020
The Outsider,Michael H. Cole,m,Herbert Parker,2020
The Outsider,Jeffrey Pillars,m,Mike Davidson,2020
The Outsider,Diany Rodriguez,f,Maria Caneles,2020
The Outsider,Michael Banks Repeta,m,Sam Davidson,2020
The Outsider,Leiloni Arrie Pharms,f,Young Holly,2020
The Outsider,Maddie Nichols,f,Wanda Davidson,2020
The Outsider,David E. Collier,m,Roger Collins,2020
The Outsider,Vickie Eng,f,Ruth Collins,2020
The Outsider,Dayna Beilenson,f,Mildred Patterson,2020
The Outsider,Mike Forbs,m,Nathan,2020
The Outsider,Sir Brodie,m,Don Harrier,2020
The Outsider,Jakob Gruntfest,m,Merlin Cassidy,2020
The Outsider,Cara Reid,f,DA Hayes Assistant,2020
The Outsider,Kevin Wayne,m,Burly Man,2020
The Outsider,Kelly Quinn,f,Dancer,2020
The Outsider,Claire Bronson,f,Joy Peterson,2020
The Outsider,Denny Dillon,f,Jack's Mother,2020
The Outsider,Susan Williams,f,Deb Davidson,2020
The Outsider,Timothy Batten,m,Emmitt Weaver,2020
The Outsider,April Billingsley,f,Dara Weaver,2020
The Outsider,Steven Sean Garland,m,Lenny,2020
The Outsider,Sutton Johnston,m,George Weaver,2020
The Outsider,Surely Alvelo,f,Karen Fulsome,2020
The Outsider,Pilot Bunch,m,John Weaver,2020
My Own Country,Naveen Andrews,m,Dr. Abraham Verghese,1998
My Own Country,Glenne Headly,f,Vickie Talley,1998
My Own Country,Hal Holbrook,m,Lloyd Flanders,1998
My Own Country,Swoosie Kurtz,f,Hope Flanders,1998
My Own Country,Marisa Tomei,f,Mattie Vines,1998
My Own Country,Adam Tomei,m,Gordon Vines,1998
My Own Country,Ellora Patnaik,f,Rajani Verghese,1998
My Own Country,Peter MacNeill,m,Allen,1998
My Own Country,Sean Hewitt,m,Chester Mews,1998
My Own Country,William Webster,m,Langdon Arwood,1998
My Own Country,Sharon Dyer,f,Mrs. Vines,1998
My Own Country,David Fox,m,Mr. Vines,1998
My Own Country,Colleen Williams,f,Carol,1998
My Own Country,Ranjit Chowdhry,m,Vadivel,1998
My Own Country,Ishwar Mooljee,m,Dr. S.B.T.,1998
My Own Country,Anand Rajaram,m,Mo,1998
My Own Country,Nora McLellan,f,Olivia,1998
My Own Country,Craig Eldridge,m,Dr. Ray,1998
My Own Country,Steve Cumyn,m,Young Man with Aids,1998
My Own Country,Michael J. Reynolds,m,Young Man's Father,1998
My Own Country,Charmion King,f,Young Man's Mother,1998
My Own Country,Andrew Tarbet,m,Man in the Connection,1998
My Own Country,Sanjay Talwar,m,Vikram Nair,1998
My Own Country,Dayo Ade,m,John Okri,1998
My Own Country,Mira Nair,f,Saryu Joshi,1998
My Own Country,Dr. Shiva,m,Dr. Patel #1,1998
My Own Country,Gopal Ramakrishnan,m,Dr. Patel #3,1998
My Own Country,Sabrina Grdevich,f,Sexy Sadie,1998
My Own Country,Bill Lake,m,Veteran,1998
My Own Country,Sheherezade Alam,f,Woman Housekeeper,1998
My Own Country,Michael Harris,m,Trevor,1998
My Own Country,Sheldon Smith,m,Raleigh,1998
My Own Country,Kevin Sheard,m,7-11 Man,1998
My Own Country,Glyn Thomas,m,Bartender,1998
My Own Country,Ron Payne,m,Reverend K,1998
My Own Country,Kay Hawtrey,f,Lady in Church,1998
My Own Country,Goldy Notay,f,Priya,1998
My Own Country,Bruce Deller,m,Chester's Brother,1998
My Own Country,Oliver Becker,m,Clyde Talley,1998
My Own Country,Lauren Annis,f,Danielle Talley,1998
My Own Country,R.D. Reid,m,Doochie,1998
My Own Country,Richard Denison,m,Priest,1998
My Own Country,Peter Graham,m,Respiratory Therapist,1998
My Own Country,Brooke Johnson,f,Nurse Mary,1998
My Own Country,Diane Douglass,f,Nurse #2,1998
My Own Country,Tannis Burnett,f,ICU Nurse,1998
My Own Country,Kabir Mahjoori,m,Steven Verghese,1998
My Own Country,Marion Gilsenan,f,Dr. Sarah Presnell,1998
My Own Country,Damir Andrei,m,Mr. Dean,1998
My Own Country,Jennifer Pisana,f,Wilhelmina,1998
My Own Country,Teferi Kitaw,m,Man in Ethiopian Bar,1998
My Own Country,Senai Bereket,m,Military Type,1998
My Own Country,Monique Phillips,f,Lloyd's Daughter,1998
The Boy Who Liked Deer,Chuck Willen,m,Jason,1975
The Boy Who Liked Deer,Pat McNamara,m,Mr. Mason,1975
The Boy Who Liked Deer,Greg Kwas,m,Greg,1975
The Boy Who Liked Deer,Marc Coleman,m,Marc,1975
The Boy Who Liked Deer,John Scanell,m,Ranger,1975
"Roma, Napoli, Venezia... in un crescendo rossiniano",Giuliana de Sio,f,Isabella Colbran,2014
"Roma, Napoli, Venezia... in un crescendo rossiniano",Elio,m,Gioachino Rossini,2014
"Roma, Napoli, Venezia... in un crescendo rossiniano",Claudia Puglia,f,Maria D'Avalos,2014
The Twilight Zone (1985-1987),Robin Ward,m,Narrator,1985
The Twilight Zone (1985-1987),Charles Aidman,m,Narrator / ...,1985
The Twilight Zone (1985-1987),Richard Mulligan,m,Ernie Ross / ...,1985
The Twilight Zone (1985-1987),William Atherton,m,Brian Wolfe / ...,1985
The Twilight Zone (1985-1987),Julie Khaner,f,Frannie Judson / ...,1985
The Twilight Zone (1985-1987),Roberts Blossom,m,Man / ...,1985
The Twilight Zone (1985-1987),Heather Haase,f,Lianna Ames / ...,1985
The Twilight Zone (1985-1987),Ellen Albertini Dow,f,Mrs. Hotchkiss / ...,1985
The Twilight Zone (1985-1987),Burr Middleton,m,Policeman / ...,1985
The Twilight Zone (1985-1987),Chip Heller,m,Elton / ...,1985
The Twilight Zone (1985-1987),Warren Van Evera,m,Boarder / ...,1985
The Twilight Zone (1985-1987),Adam Raber,m,Donnie Lowery / ...,1985
The Twilight Zone (1985-1987),Nan Martin,f,First Nun / ...,1985
The Twilight Zone (1985-1987),Martin Balsam,m,Prof. Donald Knowles / ...,1985
The Twilight Zone (1985-1987),Jaclyn Bernstein,f,Debbie Cunningham / ...,1985
The Twilight Zone (1985-1987),Clare Torao,f,Newscaster / ...,1985
The Twilight Zone (1985-1987),Danica McKellar,f,Deidre Dobbs / ...,1985
The Twilight Zone (1985-1987),James Whitmore Jr.,m,Ira Richman / ...,1985
The Twilight Zone (1985-1987),Michael Alldredge,m,Mike Mulvaney / ...,1985
The Twilight Zone (1985-1987),Andrew Robinson,m,Mr. Williams / ...,1985
The Twilight Zone (1985-1987),Jeffrey Tambor,m,Kyle Montgomery / ...,1985
The Twilight Zone (1985-1987),Myrna White,f,Clerk #2 / ...,1985
The Twilight Zone (1985-1987),Jenny Agutter,f,Jacinda Carlyle / ...,1985
The Twilight Zone (1985-1987),Lauren Levinson,f,Amanda's Mom / ...,1985
The Twilight Zone (1985-1987),Eve Brenner,f,Neighbor #1 / ...,1985
The Twilight Zone (1985-1987),Andrew Masset,m,Margaret's Date / ...,1985
The Twilight Zone (1985-1987),James Lashly,m,Bobby / ...,1985
The Twilight Zone (1985-1987),Raye Birk,m,Bearded Man / ...,1985
The Twilight Zone (1985-1987),John D. LeMay,m,Gay Man / ...,1985
The Twilight Zone (1985-1987),Geoff Witcher,m,Anchorman / ...,1985
The Twilight Zone (1985-1987),Tom Finnegan,m,Cabbie / ...,1985
The Twilight Zone (1985-1987),David Hayward,m,Paul / ...,1985
The Twilight Zone (1985-1987),Tim Russ,m,Archer / ...,1985
The Twilight Zone (1985-1987),Dan Gilvezan,m,Bartender / ...,1985
The Twilight Zone (1985-1987),Piper Laurie,f,Aunt Neva / ...,1985
The Twilight Zone (1985-1987),Harry Stephens,m,Eating Hobo / ...,1985
The Twilight Zone (1985-1987),Christopher Allport,m,Richard Jordan,1985
The Twilight Zone (1985-1987),Adrienne Barbeau,f,Ms. Peters,1985
The Twilight Zone (1985-1987),Eric Bogosian,m,Jackie Thompson,1985
The Twilight Zone (1985-1987),James Coco,m,Maury Winkler,1985
The Twilight Zone (1985-1987),Season Hubley,f,Carol Shelton,1985
The Twilight Zone (1985-1987),Robert Klein,m,Bill Lowery,1985
The Twilight Zone (1985-1987),Tony Lo Bianco,m,Paul Marano,1985
The Twilight Zone (1985-1987),Helen Mirren,f,Maddie Duncan,1985
The Twilight Zone (1985-1987),Charles Martin Smith,m,Dr. Dennis Barrows,1985
The Twilight Zone (1985-1987),Kristoffer Tabori,m,Kevin Drayton,1985
The Twilight Zone (1985-1987),Jonathan Ward,m,Danny Hayes,1985
The Twilight Zone (1985-1987),Bruce Willis,m,Peter Novins,1985
The Twilight Zone (1985-1987),Ralph Bellamy,m,Emile Francis Bendictson,1985
The Twilight Zone (1985-1987),Robert Carradine,m,Daniel Arnold,1985
What's Cooking?,Mercedes Ruehl,f,Elizabeth 'Lizzy' Avila,2000
What's Cooking?,Victor Rivers,m,Javier Avila,2000
What's Cooking?,Douglas Spain,m,Anthony 'Tony' Avila,2000
What's Cooking?,Maria Carmen,f,Sofia Avila,2000
What's Cooking?,Isidra Vega,f,Gina Avila,2000
What's Cooking?,Elena Lopez,f,Grandma Avila,2000
What's Cooking?,A Martinez,m,Daniel 'Danny',2000
What's Cooking?,Richard Yniguez,m,Robert Avila,2000
What's Cooking?,Lorraine Perez,f,Auntie Delores,2000
What's Cooking?,Eva Rodriguez,f,Auntie Eva,2000
What's Cooking?,Adrian Armas,m,Avila Cousin,2000
What's Cooking?,Caz,m,Gordo - The Avila's Dog,2000
What's Cooking?,Joan Chen,f,Trinh Nguyen,2000
What's Cooking?,François Chau,m,Duc Nguyen,2000
What's Cooking?,Will Yun Lee,m,Jimmy Nguyen,2000
What's Cooking?,Kristy Wu,f,Jenny Nguyen,2000
What's Cooking?,Brennan Louie,m,Joey Nguyen,2000
What's Cooking?,Jimmy Pham,m,Gary Nguyen,2000
What's Cooking?,Kieu Chinh,f,Grandma Nguyen,2000
What's Cooking?,Chao Li Chi,m,Grandpa Nguyen,2000
What's Cooking?,Chad Todhunter,m,Luke,2000
What's Cooking?,Scott Nguyen,m,Don,2000
What's Cooking?,Lainie Kazan,f,Ruth 'Ruthie' Seelig,2000
What's Cooking?,Maury Chaykin,m,Herb 'Herbie' Seelig,2000
What's Cooking?,Kyra Sedgwick,f,Rachel Seelig,2000
What's Cooking?,Julianna Margulies,f,Carla,2000
What's Cooking?,Albie Selznick,m,Art Seelig,2000
What's Cooking?,Suzanne Carney,f,Sarah Seelig,2000
What's Cooking?,Estelle Harris,f,Aunt Bea,2000
What's Cooking?,Ralph Manza,m,Uncle David,2000
What's Cooking?,Andrew Heckler,m,Jerry,2000
What's Cooking?,Marty,m,Max - The Seelig's Dog,2000
What's Cooking?,Alfre Woodard,f,Audrey Williams,2000
What's Cooking?,Dennis Haysbert,m,Ronald Williams,2000
What's Cooking?,Eric George,m,Michael Williams,2000
What's Cooking?,Brittany Jean Henry,f,Kristin Williams,2000
What's Cooking?,Ann Weldon,f,Grandma Grace Williams,2000
What's Cooking?,Shareen Mitchell,f,Paula Moore,2000
What's Cooking?,Gregory Itzin,m,James Moore,2000
What's Cooking?,Mariam Parris,f,Monica Moore,2000
What's Cooking?,Frank Novak,m,Governor Rhoads,2000
What's Cooking?,Margie Loomis,f,Old Woman in Airport,2000
What's Cooking?,Gwendolyn Oliver,f,TV Reporter,2000
What's Cooking?,Charles Constant,m,TV Announcer,2000
What's Cooking?,Bruce Dobos,m,Turkey Man,2000
What's Cooking?,Darren O'Bannon,m,Student #1,2000
What's Cooking?,Jeremy Berger,m,Student #2,2000
What's Cooking?,Alexandra Beres,f,Student #3,2000
Optic Nerve,Barbara Hammer,,Self,1985
Tous les garçons et les filles de leur âge...,Jackie Berroyer,m,Le prof de philo,1993
Tous les garçons et les filles de leur âge...,Élodie Bouchez,f,Maïté Alvarez,1993
Tous les garçons et les filles de leur âge...,Nabil El Bouhairi,m,Zakari,1993
Tous les garçons et les filles de leur âge...,Alice Houri,f,Martine,1993
Tous les garçons et les filles de leur âge...,Claire Keim,f,Ariane,1993
Tous les garçons et les filles de leur âge...,Virginie Ledoyen,f,Christine,1993
Tous les garçons et les filles de leur âge...,Circé Lethem,f,Michèle,1993
Tous les garçons et les filles de leur âge...,Emmanuel Mari,m,Fabio,1993
Tous les garçons et les filles de leur âge...,Cyprien Fouquet,m,Gilles,1993
Tous les garçons et les filles de leur âge...,Benoît Magimel,m,Pierre,1993
Tous les garçons et les filles de leur âge...,Gaël Morel,m,François Forestier,1993
Tous les garçons et les filles de leur âge...,Gil Novi,m,Alain,1993
Tous les garçons et les filles de leur âge...,Véronique Octon,f,Max-Laure,1993
Tous les garçons et les filles de leur âge...,Julien Rassam,m,Paul,1993
Tous les garçons et les filles de leur âge...,Jessica Tharaud,f,Marlène,1993
Tous les garçons et les filles de leur âge...,Yann Boudaud,m,Fred,1993
Tous les garçons et les filles de leur âge...,Grégoire Colin,m,Alain,1993
Tous les garçons et les filles de leur âge...,Yvonne Kerouedan,f,Irène,1993
Tous les garçons et les filles de leur âge...,Joëlle Marlier,f,Danielle,1993
Tous les garçons et les filles de leur âge...,Samy Naceri,m,Samy,1993
Tous les garçons et les filles de leur âge...,Stéphane Rideau,m,Serge Bartolo,1993
Tous les garçons et les filles de leur âge...,Mathieu Busson,m,Marc,1993
Tous les garçons et les filles de leur âge...,Martine Gautier,f,Mother,1993
Tous les garçons et les filles de leur âge...,Frédéric Gorny,m,Henri Mariani,1993
Tous les garçons et les filles de leur âge...,Emilie Ben Guigi,f,Laetitia,1993
Tous les garçons et les filles de leur âge...,Cynthia Rodberg,f,Mireille,1993
Tous les garçons et les filles de leur âge...,Marcel Bozonnet,m,Le père,1993
Tous les garçons et les filles de leur âge...,Vincent Gallo,m,Captain Brown,1993
Tous les garçons et les filles de leur âge...,Michèle Moretti,f,Madame Alvarez,1993
Tous les garçons et les filles de leur âge...,Marianne Papasseudi,f,Odile,1993
Tous les garçons et les filles de leur âge...,Lola Guyot,f,Le bébé,1993
Tous les garçons et les filles de leur âge...,François Jandin,m,Le danseur de Marlène,1993
Tous les garçons et les filles de leur âge...,David Rossi,m,Edmond,1993
Tous les garçons et les filles de leur âge...,Antoine Chappey,m,L'autostoppeur,1993
Tous les garçons et les filles de leur âge...,David Lapoujade,m,Le professeur,1993
Tous les garçons et les filles de leur âge...,Lise Manguer,f,Amie Irène,1993
Tous les garçons et les filles de leur âge...,Nathalie Vignes,f,Irène,1993
Tous les garçons et les filles de leur âge...,Alexandre Arnoult,m,Garçon soirée,1993
Tous les garçons et les filles de leur âge...,Richard Cairaschi,m,Le père de Fabio,1993
Tous les garçons et les filles de leur âge...,Lionel Goldstein,m,Father,1993
Tous les garçons et les filles de leur âge...,Philippe Blandin,m,Garçon soirée,1993
Tous les garçons et les filles de leur âge...,Claire Laroche,f,Blonde Girl,1993
Tous les garçons et les filles de leur âge...,Michel Carrière,m,Garçon soirée,1993
Tous les garçons et les filles de leur âge...,Martine Elena,f,La mère de Fabio,1993
Tous les garçons et les filles de leur âge...,Jean-Marc Deleplanque,m,Garçon soirée,1993
Tous les garçons et les filles de leur âge...,Jean Mas,m,Prof Fabio,1993
Tous les garçons et les filles de leur âge...,Serge Hazanavicius,m,Garçon soirée,1993
Tous les garçons et les filles de leur âge...,Yannick Leblanc,m,Le prof de gym,1993
Tous les garçons et les filles de leur âge...,Eric Andreatta,m,L'inspecteur,1993
Tous les garçons et les filles de leur âge...,Christophe Hémon,m,Garçon soirée,1993
Cleo from 5 to 7,Corinne Marchand,f,Florence 'Cléo' Victoire,1962
Cleo from 5 to 7,Antoine Bourseiller,m,Antoine,1962
Cleo from 5 to 7,Dominique Davray,f,Angèle,1962
Cleo from 5 to 7,Dorothée Blanck,f,Dorothée,1962
Cleo from 5 to 7,Michel Legrand,m,"Bob, le pianiste",1962
Cleo from 5 to 7,José Luis de Vilallonga,m,"José, l'amant de Cléo",1962
Cleo from 5 to 7,Loye Payen,f,"Irma, la cartomancienne",1962
Cleo from 5 to 7,Renée Duchateau,f,La vendeuse de chapeaux,1962
Cleo from 5 to 7,Lucienne Marchand,f,La conductrice du taxi,1962
Cleo from 5 to 7,Serge Korber,m,"Maurice, dit 'plumitif'",1962
Cleo from 5 to 7,Robert Postec,m,Le docteur Valineau,1962
Cleo from 5 to 7,Jean-Luc Godard,m,L'homme aux lunettes noires / Actor in silent film,1962
Cleo from 5 to 7,Anna Karina,f,"Anna, la fiancée blonde / Actress in silent film",1962
Cleo from 5 to 7,Emilienne Caille,f,La fiancée noire / Actress in silent film,1962
Cleo from 5 to 7,Eddie Constantine,m,L'arroseur / Actor in silent film,1962
Cleo from 5 to 7,Sami Frey,m,Le croque-mort / Actor in silent film,1962
Cleo from 5 to 7,Danièle Delorme,f,La vendeuse de fleurs / Actress in silent film,1962
Cleo from 5 to 7,Yves Robert,m,Le vendeur de mouchoirs / Actor in silent film,1962
Cleo from 5 to 7,Alan Scott,m,Le marin / Actor in silent film,1962
Cleo from 5 to 7,Georges de Beauregard,m,Le conducteur du corbillard et de l'ambulance / Actor in silent film,1962
Cleo from 5 to 7,Jean-Claude Brialy,m,L'infirmier,1962
Cleo from 5 to 7,Arthur Brunet,m,,1962
Cleo from 5 to 7,Raymond Cauchetier,m,"Raoul, le projectionniste",1962
Cleo from 5 to 7,Jean Champion,m,Le patron du café,1962
Cleo from 5 to 7,Fernande Engler,f,La fille au café,1962
Cleo from 5 to 7,Jean-Pierre Taste,m,Le garçon de café,1962
Big Love,Bill Paxton,m,Bill Henrickson,2006
Big Love,Jeanne Tripplehorn,f,Barb Henrickson,2006
Big Love,Chloë Sevigny,f,Nicolette Grant,2006
Big Love,Ginnifer Goodwin,f,Margene Heffman,2006
Big Love,Douglas Smith,m,Ben Henrickson,2006
Big Love,Grace Zabriskie,f,Lois Henrickson,2006
Big Love,Keegan Holst,m,Wayne Henrickson,2006
Big Love,Matt Ross,m,Alby Grant,2006
Big Love,Garrett Fraye,m,Raymond Henrickson,2006
Big Love,Joel McKinnon Miller,m,Don Embry,2006
Big Love,Amanda Seyfried,f,Sarah Henrickson,2006
Big Love,Shawn Doyle,m,Joey Henrickson,2006
Big Love,Melora Walters,f,Wanda Henrickson,2006
Big Love,Mary Kay Place,f,Adaleen Grant,2006
Big Love,Harry Dean Stanton,m,Roman Grant,2006
Big Love,Daveigh Chase,f,Rhonda Volmer,2006
Big Love,Bruce Dern,m,Frank Harlow,2006
Big Love,Jolean Wejbe,f,Tancy Henrickson / ...,2006
Big Love,Tina Majorino,f,Heather Tuttle,2006
Big Love,Mireille Enos,f,JoDean Marquart / ...,2006
Big Love,Gavin Kent,m,Lester Henrickson / ...,2006
Big Love,Ethan Kent,m,Lester / ...,2006
Big Love,Audrey Wasilewski,f,Pam Martin,2006
Big Love,Cassi Thomson,f,Cara Lynn,2006
Big Love,Anne Dudek,f,Lura Grant,2006
Big Love,Wendy Phillips,f,Peg Embry,2006
Big Love,Aaron Paul,m,Scott Quittman,2006
Big Love,Branka Katic,f,Ana,2006
Big Love,Carlos Jacott,m,Carl Martin,2006
Big Love,Judith Hoag,f,Cindy Price,2006
Big Love,Zeljko Ivanek,m,JJ,2006
Big Love,Charles Esten,m,Ray Henry,2006
Big Love,Lawrence O'Donnell,m,Lee Hatcher,2006
Big Love,Robert Beltran,m,Jerry Flute,2006
Big Love,Luke Askew,m,Hollis Greene,2006
Big Love,Sandy Martin,f,Selma Greene,2006
Big Love,Hayden Zachery Nelson,m,Aaron Hendrickson,2006
Big Love,Gregory Itzin,m,Senator Dwyer,2006
Big Love,Adam Beach,m,Tommy Flute,2006
Big Love,Sarah Jones,f,Brynn,2006
Big Love,Patrick Fabian,m,Ted Price,2006
Big Love,Christian Campbell,m,Greg Ivey,2006
Big Love,Jodie Markell,f,Wendy Hunt,2006
Big Love,Cody Klop,m,Gary Embry,2006
Big Love,Ellen Burstyn,f,Nancy Davis Dutton,2006
Big Love,Steve Bacic,m,Goran,2006
Big Love,Lyndsy Fonseca,f,Donna,2006
Big Love,Kyle Gallner,m,Jason Embry,2006
Big Love,Renee Albert,f,Jo Jo / ...,2006
Big Love,Melinda Page Hamilton,f,Malinda,2006
Women Filmmakers in Russia,Kira Muratova,f,Self - Interviewee,1988
Women Filmmakers in Russia,Natalya Ryazantseva,f,Self - Interviewee,1988
Women Filmmakers in Russia,Lana Gogoberidze,f,Self - Interviewee,1988
Women Filmmakers in Russia,Inna Churikova,f,Self - Interviewee,1988
Women Filmmakers in Russia,Nonna Mordyukova,f,Self - Interviewee,1988
The Virginian,Doug McClure,m,Trampas,1962
The Virginian,James Drury,m,The Virginian,1962
The Virginian,Lee J. Cobb,m,Judge Henry Garth,1962
The Virginian,Sara Lane,f,Elizabeth Grainger,1962
The Virginian,Clu Gulager,m,Emmett Ryker / ...,1962
The Virginian,Randy Boone,m,Randy Benton,1962
The Virginian,Roberta Shore,f,Betsy Garth,1962
The Virginian,John McIntire,m,Clay Grainger,1962
The Virginian,Gary Clarke,m,Steve Hill,1962
The Virginian,Ross Elliott,m,Sheriff Mark Abbott / ...,1962
The Virginian,Don Quine,m,Stacey Grainger,1962
The Virginian,Harper Flaherty,m,Harper / ...,1962
The Virginian,Charles Bickford,m,John Grainger / ...,1962
The Virginian,Diane Roter,f,Jennifer Sommers / ...,1962
The Virginian,David Hartman,m,David Sutton / ...,1962
The Virginian,Jeanette Nolan,f,Holly Grainger / ...,1962
The Virginian,L.Q. Jones,m,Belden / ...,1962
The Virginian,Frank Sully,m,Danny / ...,1962
The Virginian,Stewart Granger,m,Col. Alan MacKenzie,1962
The Virginian,Tim Matheson,m,Jim Horn,1962
The Virginian,Lee Majors,m,Roy Tate,1962
The Virginian,John Bryant,m,Dr. Spaulding / ...,1962
The Virginian,Roy Engel,m,Barney Wingate / ...,1962
The Virginian,Stuart Nisbet,m,Bartender / ...,1962
The Virginian,Dick Shane,m,Dick / ...,1962
The Virginian,Sam Edwards,m,Hotel Clerk / ...,1962
The Virginian,Mark Tapscott,m,Blacksmith / ...,1962
