actor,director,gender
Brandon Jay McLaren,Patty Jenkins,m
Brandon Jay McLaren,Catherine Hardwick,m
Colin Lawrence,Agnieszka Holland,m
Colin Lawrence,Patty Jenkins,m
Colin Lawrence,Allison Anders,m
Jewel Staite,Agnieszka Holland,f
Jewel Staite,Patty Jenkins,f
James Forrester,Agnieszka Holland,m
James Forrester,Patty Jenkins,m
Claudia Ferri,Agnieszka Holland,f
Claudia Ferri,Patty Jenkins,f
Mark Moses,Agnieszka Holland,m
Mark Moses,Amy Heckerling,m
Mark Moses,Patty Jenkins,m
Mark Moses,Kimberly Peirce,m
Brian Markinson,Agnieszka Holland,m
Brian Markinson,Mary Harron,m
Brian Markinson,Karyn Kusama,m
Brian Markinson,Lisa Cholodenko,m
Brian Markinson,Patty Jenkins,m
Brian Markinson,Allison Anders,m
Brian Markinson,Kimberly Peirce,m
Brian Markinson,Marleen Gorris,m
Brian Markinson,Martha Coolidge,m
Patti Kim,Agnieszka Holland,f
Patti Kim,Patty Jenkins,f
Callum Keith Rennie,Agnieszka Holland,m
Callum Keith Rennie,Karyn Kusama,m
Callum Keith Rennie,Patty Jenkins,m
Ashley Johnson,Agnieszka Holland,f
Ashley Johnson,Donna Deitch,f
Ashley Johnson,Patty Jenkins,f
Ashley Johnson,Allison Anders,f
Ashley Johnson,Nancy Meyers,f
Katherine Evans,Agnieszka Holland,f
Katherine Evans,Patty Jenkins,f
Katherine Evans,Kimberly Peirce,f
Rowan Longworth,Agnieszka Holland,m
Rowan Longworth,Patty Jenkins,m
Ingrid Torrance,Agnieszka Holland,f
Ingrid Torrance,Patty Jenkins,f
Kerry Sandomirsky,Agnieszka Holland,f
Kerry Sandomirsky,Dee Rees,f
Kerry Sandomirsky,Patty Jenkins,f
Tyler Ross,Agnieszka Holland,m
Tyler Ross,Patty Jenkins,m
Sterling Beaumon,Agnieszka Holland,m
Sterling Beaumon,Patty Jenkins,m
Levi Meaden,Agnieszka Holland,m
Levi Meaden,Patty Jenkins,m
Joan Allen,Agnieszka Holland,f
Joan Allen,Patty Jenkins,f
Joan Allen,Sally Potter,f
Kacey Rohl,Agnieszka Holland,f
Kacey Rohl,Patty Jenkins,f
Kacey Rohl,Catherine Hardwick,f
Ben Cotton,Agnieszka Holland,m
Ben Cotton,Patty Jenkins,m
Don Thompson,Agnieszka Holland,m
Don Thompson,Patty Jenkins,m
Don Thompson,Catherine Hardwick,m
Jenn MacLean-Angus,Agnieszka Holland,f
Jenn MacLean-Angus,Patty Jenkins,f
Randal Edwards,Agnieszka Holland,m
Randal Edwards,Patty Jenkins,m
Barclay Hope,Agnieszka Holland,m
Barclay Hope,Donna Deitch,m
Barclay Hope,Patty Jenkins,m
Barclay Hope,Allison Anders,m
Richard Harmon,Agnieszka Holland,m
Richard Harmon,Patty Jenkins,m
Konstanty Jelenski,Agnieszka Holland,m
Konstanty Jelenski,Chantal Akerman,m
James Norton,Agnieszka Holland,m
James Norton,Greta Gerwig,m
Vanessa Kirby,Agnieszka Holland,f
Vanessa Kirby,Lana Wachowski,f
Vanessa Kirby,Lilly Wachowski,f
Kenneth Cranham,Agnieszka Holland,m
Kenneth Cranham,Claire Denis,m
Beata Pozniak,Agnieszka Holland,f
Beata Pozniak,Kathryn Bigelow,f
Martin Bishop,Agnieszka Holland,m
Martin Bishop,Patty Jenkins,m
Edward Wolstenholme,Agnieszka Holland,m
Edward Wolstenholme,Patty Jenkins,m
Marcin Czarnik,Agnieszka Holland,m
Marcin Czarnik,Martha Coolidge,m
Julian Lewis Jones,Agnieszka Holland,m
Julian Lewis Jones,Kathryn Bigelow,m
Matthew Marsh,Agnieszka Holland,m
Matthew Marsh,Andrea Arnold,m
Patrick Lyster,Agnieszka Holland,m
Patrick Lyster,Patty Jenkins,m
Ashley Wanninger,Agnieszka Holland,m
Ashley Wanninger,Catherine Breillat,m
Hanns Zischler,Agnieszka Holland,m
Hanns Zischler,Chantal Akerman,m
Armin Mueller-Stahl,Agnieszka Holland,m
Armin Mueller-Stahl,Joan Micklin Silver,m
Igor Bares,Agnieszka Holland,m
Igor Bares,Vera Chytilova,m
Lenka Loubalová,Agnieszka Holland,f
Lenka Loubalová,Vera Chytilova,f
Alena Dlouhá,Agnieszka Holland,f
Alena Dlouhá,Susanne Bier,f
Hynek Chmelar,Agnieszka Holland,m
Hynek Chmelar,Vera Chytilova,m
Christopher Lambert,Agnieszka Holland,m
Christopher Lambert,Claire Denis,m
Joss Ackland,Agnieszka Holland,m
Joss Ackland,Kathryn Bigelow,m
Tim Roth,Agnieszka Holland,m
Tim Roth,Ava DuVernay,m
Tim Roth,Allison Anders,m
Timothy Spall,Agnieszka Holland,m
Timothy Spall,Dee Rees,m
Timothy Spall,Gillian Armstrong,m
Timothy Spall,Sally Potter,m
Pete Postlethwaite,Agnieszka Holland,m
Pete Postlethwaite,Karyn Kusama,m
Cherie Lunghi,Agnieszka Holland,f
Cherie Lunghi,Donna Deitch,f
Joanne Whalley,Agnieszka Holland,f
Joanne Whalley,Amy Heckerling,f
Charlie Condou,Agnieszka Holland,m
Charlie Condou,Gillian Armstrong,m
Matyelok Gibbs,Agnieszka Holland,f
Matyelok Gibbs,Gillian Armstrong,f
Ralph Riach,Agnieszka Holland,m
Ralph Riach,Lana Wachowski,m
Ralph Riach,Lilly Wachowski,m
Ralph Riach,Gillian Armstrong,m
Joe Anderson,Agnieszka Holland,m
Joe Anderson,Mira Nair,m
Joe Anderson,Allison Anders,m
Nicholas Jones,Agnieszka Holland,m
Nicholas Jones,Mira Nair,m
Karl Johnson,Agnieszka Holland,m
Karl Johnson,Martha Coolidge,m
Khandi Alexander,Agnieszka Holland,f
Khandi Alexander,Ava DuVernay,f
Khandi Alexander,Dee Rees,f
Khandi Alexander,Donna Deitch,f
Rob Brown,Agnieszka Holland,m
Rob Brown,Kimberly Peirce,m
Kim Dickens,Agnieszka Holland,f
Kim Dickens,Allison Anders,f
Kim Dickens,Desiree Akhavan,f
Melissa Leo,Agnieszka Holland,f
Melissa Leo,Barbara Kopple,f
Melissa Leo,Kathryn Bigelow,f
Melissa Leo,Lisa Cholodenko,f
Steve Zahn,Agnieszka Holland,m
Steve Zahn,Julie Dash,m
Steve Zahn,Penny Marshall,m
Michiel Huisman,Agnieszka Holland,m
Michiel Huisman,Karyn Kusama,m
India Ennenga,Agnieszka Holland,f
India Ennenga,Mary Harron,f
Phyllis Montana LeBlanc,Agnieszka Holland,f
Phyllis Montana LeBlanc,Cheryl Dunye,f
David Morse,Agnieszka Holland,m
David Morse,Kathryn Bigelow,m
Jon Seda,Agnieszka Holland,m
Jon Seda,Barbara Kopple,m
Jon Seda,Kathryn Bigelow,m
Jon Seda,Karyn Kusama,m
Jon Seda,Lisa Cholodenko,m
Ntare Guma Mbaho Mwine,Agnieszka Holland,m
Ntare Guma Mbaho Mwine,Mira Nair,m
Ntare Guma Mbaho Mwine,Cheryl Dunye,m
Ntare Guma Mbaho Mwine,Donna Deitch,m
Edwina Findley Dickerson,Agnieszka Holland,f
Edwina Findley Dickerson,Ava DuVernay,f
Edwina Findley Dickerson,Gina Prince-Bythewood,f
Edwina Findley Dickerson,Kasi Lemmons,f
Dan Ziskie,Agnieszka Holland,m
Dan Ziskie,Mira Nair,m
Venida Evans,Agnieszka Holland,f
Venida Evans,Cheryl Dunye,f
Elizabeth Ashley,Agnieszka Holland,f
Elizabeth Ashley,Claudia Weill,f
Lara Grice,Agnieszka Holland,f
Lara Grice,Julie Dash,f
Lara Grice,Ava DuVernay,f
Lara Grice,Cheryl Dunye,f
Lara Grice,Patricia Cardoso,f
John Goodman,Agnieszka Holland,m
John Goodman,Lana Wachowski,m
John Goodman,Lilly Wachowski,m
John Goodman,Susan Seidelman,m
Chris Coy,Agnieszka Holland,m
Chris Coy,Kathryn Bigelow,m
Sam Robards,Agnieszka Holland,m
Sam Robards,Amy Heckerling,m
Gralen Bryant Banks,Agnieszka Holland,m
Gralen Bryant Banks,Gina Prince-Bythewood,m
Michael Cerveris,Agnieszka Holland,m
Michael Cerveris,Penny Marshall,m
Terence Rosemore,Agnieszka Holland,m
Terence Rosemore,Dee Rees,m
David Thewlis,Agnieszka Holland,m
David Thewlis,Patty Jenkins,m
Romane Bohringer,Agnieszka Holland,f
Romane Bohringer,Agnes Varda,f
Christopher Thompson,Agnieszka Holland,m
Christopher Thompson,Marleen Gorris,m
Katarzyna Z. Michalska,Agnieszka Holland,f
Katarzyna Z. Michalska,Martha Coolidge,f
Karolina Porcari,Agnieszka Holland,f
Karolina Porcari,Martha Coolidge,f
Kathryn Morris,Agnieszka Holland,f
Kathryn Morris,Donna Deitch,f
Kathryn Morris,Allison Anders,f
John Finn,Agnieszka Holland,m
John Finn,Donna Deitch,m
John Finn,Allison Anders,m
Jeremy Ratchford,Agnieszka Holland,m
Jeremy Ratchford,Allison Anders,m
Thom Barry,Agnieszka Holland,m
Thom Barry,Allison Anders,m
Danny Pino,Agnieszka Holland,m
Danny Pino,Donna Deitch,m
Danny Pino,Allison Anders,m
Nicki Aycox,Agnieszka Holland,f
Nicki Aycox,Allison Anders,f
Susan Chuang,Agnieszka Holland,f
Susan Chuang,Allison Anders,f
Jonathan LaPaglia,Agnieszka Holland,m
Jonathan LaPaglia,Allison Anders,m
Josh Hopkins,Agnieszka Holland,m
Josh Hopkins,Donna Deitch,m
Josh Hopkins,Allison Anders,m
Tania Raymonde,Agnieszka Holland,f
Tania Raymonde,Allison Anders,f
Raymond J. Barry,Agnieszka Holland,m
Raymond J. Barry,Lisa Cholodenko,m
Raymond J. Barry,Allison Anders,m
Raymond J. Barry,Joan Micklin Silver,m
Daniel Baldwin,Agnieszka Holland,m
Daniel Baldwin,Barbara Kopple,m
Daniel Baldwin,Kathryn Bigelow,m
Daniel Baldwin,Lisa Cholodenko,m
Daniel Baldwin,Allison Anders,m
Bobby Cannavale,Agnieszka Holland,m
Bobby Cannavale,Allison Anders,m
Bobby Cannavale,Martha Coolidge,m
Kevin McCorkle,Agnieszka Holland,m
Kevin McCorkle,Allison Anders,m
Kevin McCorkle,Martha Coolidge,m
Terri Hoyos,Agnieszka Holland,f
Terri Hoyos,Allison Anders,f
Doug Spinuzza,Agnieszka Holland,m
Doug Spinuzza,Allison Anders,m
Bonnie Root,Agnieszka Holland,f
Bonnie Root,Susan Seidelman,f
Bonnie Root,Allison Anders,f
Ismael 'East' Carlo,Agnieszka Holland,m
Ismael 'East' Carlo,Allison Anders,m
Keith Szarabajka,Agnieszka Holland,m
Keith Szarabajka,Lana Wachowski,m
Keith Szarabajka,Lilly Wachowski,m
Keith Szarabajka,Allison Anders,m
Meredith Baxter,Agnieszka Holland,f
Meredith Baxter,Allison Anders,f
Kenny Johnson,Agnieszka Holland,m
Kenny Johnson,Allison Anders,m
Marisol Nichols,Agnieszka Holland,f
Marisol Nichols,Allison Anders,f
Sarah Brown,Agnieszka Holland,f
Sarah Brown,Kathryn Bigelow,f
Sarah Brown,Allison Anders,f
James Hanlon,Agnieszka Holland,m
James Hanlon,Allison Anders,m
Brennan Elliott,Agnieszka Holland,m
Brennan Elliott,Allison Anders,m
Mark Rolston,Agnieszka Holland,m
Mark Rolston,Donna Deitch,m
Mark Rolston,Allison Anders,m
Mark Rolston,Kimberly Peirce,m
Robin Weigert,Agnieszka Holland,f
Robin Weigert,Allison Anders,f
Robin Weigert,Susanne Bier,f
Justin Chambers,Agnieszka Holland,m
Justin Chambers,Mira Nair,m
Justin Chambers,Donna Deitch,m
Justin Chambers,Allison Anders,m
Bahni Turpin,Agnieszka Holland,f
Bahni Turpin,Julie Dash,f
Bahni Turpin,Allison Anders,f
Nestor Carbonell,Agnieszka Holland,m
Nestor Carbonell,Allison Anders,m
Nestor Carbonell,Martha Coolidge,m
Johnny Messner,Agnieszka Holland,m
Johnny Messner,Allison Anders,m
Oren Williams,Agnieszka Holland,m
Oren Williams,Allison Anders,m
Joe Penny,Agnieszka Holland,m
Joe Penny,Allison Anders,m
Dondré T. Whitfield,Agnieszka Holland,m
Dondré T. Whitfield,Julie Dash,m
Dondré T. Whitfield,Ava DuVernay,m
Dondré T. Whitfield,Cheryl Dunye,m
Dondré T. Whitfield,Gina Prince-Bythewood,m
Dondré T. Whitfield,Patricia Cardoso,m
Dondré T. Whitfield,Allison Anders,m
Dondré T. Whitfield,Martha Coolidge,m
Anthony John Crane,Agnieszka Holland,m
Anthony John Crane,Allison Anders,m
Brant Cotton,Agnieszka Holland,m
Brant Cotton,Allison Anders,m
Susanna Thompson,Agnieszka Holland,f
Susanna Thompson,Allison Anders,f
Susanna Thompson,Claudia Weill,f
Alex Valente,Agnieszka Holland,m
Alex Valente,Allison Anders,m
Michael Ironside,Agnieszka Holland,m
Michael Ironside,Amy Heckerling,m
Michael Ironside,Allison Anders,m
J.R. Cacia,Agnieszka Holland,m
J.R. Cacia,Allison Anders,m
Hawk Younkins,Agnieszka Holland,m
Hawk Younkins,Allison Anders,m
Silas Weir Mitchell,Agnieszka Holland,m
Silas Weir Mitchell,Lisa Cholodenko,m
Silas Weir Mitchell,Allison Anders,m
John Billingsley,Agnieszka Holland,m
John Billingsley,Mary Harron,m
John Billingsley,Karyn Kusama,m
John Billingsley,Lisa Cholodenko,m
John Billingsley,Allison Anders,m
John Billingsley,Kimberly Peirce,m
John Billingsley,Nicole Holofcener,m
Sarah Aldrich,Agnieszka Holland,f
Sarah Aldrich,Donna Deitch,f
Sarah Aldrich,Allison Anders,f
Kevin Chapman,Agnieszka Holland,m
Kevin Chapman,Allison Anders,m
John Diehl,Agnieszka Holland,m
John Diehl,Allison Anders,m
John Diehl,Martha Coolidge,m
Jesse Plemons,Agnieszka Holland,m
Jesse Plemons,Mary Harron,m
Jesse Plemons,Lisa Cholodenko,m
Jesse Plemons,Allison Anders,m
JB Blanc,Agnieszka Holland,m
JB Blanc,Allison Anders,m
Barbara Kurzaj,Agnieszka Holland,f
Barbara Kurzaj,Marleen Gorris,f
Michael Rispoli,Agnieszka Holland,m
Michael Rispoli,Martha Coolidge,m
Rony Clanton,Agnieszka Holland,m
Rony Clanton,Shirley Clarke,m
Charles Haid,Agnieszka Holland,m
Charles Haid,Martha Coolidge,m
Kay Hawtrey,Agnieszka Holland,f
Kay Hawtrey,Mira Nair,f
Kay Hawtrey,Gillian Armstrong,f
Mark Huisman,Agnieszka Holland,m
Mark Huisman,Donna Deitch,m
Anne Heche,Agnieszka Holland,f
Anne Heche,Julie Dash,f
Anne Heche,Lisa Cholodenko,f
Anne Heche,Allison Anders,f
Anne Heche,Nicole Holofcener,f
Norma Dell'Agnese,Agnieszka Holland,f
Norma Dell'Agnese,Gillian Armstrong,f
Caterina Scorsone,Agnieszka Holland,f
Caterina Scorsone,Donna Deitch,f
Rodger Barton,Agnieszka Holland,m
Rodger Barton,Gillian Armstrong,m
Lili Francks,Agnieszka Holland,f
Lili Francks,Donna Deitch,f
Lili Francks,Sarah Polley,f
Lili Francks,Claudia Weill,f
Craig Eldridge,Agnieszka Holland,m
Craig Eldridge,Mira Nair,m
Aron Tager,Agnieszka Holland,m
Aron Tager,Donna Deitch,m
Arthur Eng,Agnieszka Holland,m
Arthur Eng,Claudia Weill,m
Ron Kennell,Agnieszka Holland,m
Ron Kennell,Joan Micklin Silver,m
Leanne Poirier Greenfield,Agnieszka Holland,f
Leanne Poirier Greenfield,Mary Harron,f
Frantisek Kovárík,Agnieszka Holland,m
Frantisek Kovárík,Vera Chytilova,m
Frank Baker,Agnieszka Holland,m
Frank Baker,Barbra Streisand,m
Alex Descas,Claire Denis,m
Alex Descas,Chantal Akerman,m
Norah Krief,Claire Denis,f
Norah Krief,Sally Potter,f
Vincent Gallo,Claire Denis,m
Vincent Gallo,Mira Nair,m
Vincent Gallo,Chantal Akerman,m
Vincent Gallo,Niki Caro,m
Jean Douchet,Claire Denis,m
Jean Douchet,Chantal Akerman,m
Claude Chabrol,Claire Denis,m
Claude Chabrol,Chantal Akerman,m
Luc Moullet,Claire Denis,m
Luc Moullet,Chantal Akerman,m
Jacques Nolot,Claire Denis,m
Jacques Nolot,Chantal Akerman,m
Rafi Pitts,Claire Denis,m
Rafi Pitts,Chantal Akerman,m
Youssef Chahine,Claire Denis,m
Youssef Chahine,Chantal Akerman,m
Youssef Chahine,Jane Campion,m
Souleymane Cissé,Claire Denis,m
Souleymane Cissé,Chantal Akerman,m
David Lynch,Claire Denis,m
David Lynch,Chantal Akerman,m
David Lynch,Catherine Hardwick,m
Martin Scorsese,Claire Denis,m
Martin Scorsese,Barbara Kopple,m
Martin Scorsese,Chantal Akerman,m
Martin Scorsese,Lina Wertmüller,m
Martin Scorsese,Elaine May,m
Serge Daney,Claire Denis,m
Serge Daney,Chantal Akerman,m
Manoel de Oliveira,Claire Denis,m
Manoel de Oliveira,Agnes Varda,m
Manoel de Oliveira,Chantal Akerman,m
Abbas Kiarostami,Claire Denis,m
Abbas Kiarostami,Chantal Akerman,m
Nanni Moretti,Claire Denis,m
Nanni Moretti,Chantal Akerman,m
Nanni Moretti,Jane Campion,m
Budd Boetticher,Claire Denis,m
Budd Boetticher,Chantal Akerman,m
André Téchiné,Claire Denis,m
André Téchiné,Chantal Akerman,m
Alain Cavalier,Claire Denis,m
Alain Cavalier,Chantal Akerman,m
Éric Rohmer,Claire Denis,m
Éric Rohmer,Chantal Akerman,m
Ken Loach,Claire Denis,m
Ken Loach,Chantal Akerman,m
Georges Franju,Claire Denis,m
Georges Franju,Chantal Akerman,m
Philippe Garrel,Claire Denis,m
Philippe Garrel,Chantal Akerman,m
Takeshi Kitano,Claire Denis,m
Takeshi Kitano,Chantal Akerman,m
Takeshi Kitano,Jane Campion,m
Danièle Huillet,Claire Denis,f
Danièle Huillet,Chantal Akerman,f
Abel Ferrara,Claire Denis,m
Abel Ferrara,Chantal Akerman,m
Marc'o,Claire Denis,m
Marc'o,Chantal Akerman,m
Catherine Breillat,Claire Denis,f
Catherine Breillat,Chantal Akerman,f
Catherine Breillat,Catherine Breillat,f
Jonas Mekas,Claire Denis,m
Jonas Mekas,Chantal Akerman,m
Paul Vecchiali,Claire Denis,m
Paul Vecchiali,Agnes Varda,m
Paul Vecchiali,Chantal Akerman,m
Danielle Arbid,Claire Denis,f
Danielle Arbid,Chantal Akerman,f
Olivier Assayas,Claire Denis,m
Olivier Assayas,Chantal Akerman,m
Benoît Jacquot,Claire Denis,m
Benoît Jacquot,Chantal Akerman,m
Mathieu Amalric,Claire Denis,m
Mathieu Amalric,Chantal Akerman,m
Mathieu Amalric,Marjane Satrapi,m
Mathieu Amalric,Sofia Coppola,m
Jean-Pierre Mocky,Claire Denis,m
Jean-Pierre Mocky,Chantal Akerman,m
Manthia Diawara,Claire Denis,f
Manthia Diawara,Chantal Akerman,f
Manthia Diawara,Julie Dash,f
Catherine Scorsese,Claire Denis,f
Catherine Scorsese,Chantal Akerman,f
Jacques Rivette,Claire Denis,m
Jacques Rivette,Chantal Akerman,m
Leonor Silveira,Claire Denis,f
Leonor Silveira,Chantal Akerman,f
Arielle Dombasle,Claire Denis,f
Arielle Dombasle,Agnes Varda,f
Arielle Dombasle,Chantal Akerman,f
Arielle Dombasle,Catherine Breillat,f
Arielle Dombasle,Mélanie Laurent,f
Shigehiko Hasumi,Claire Denis,m
Shigehiko Hasumi,Chantal Akerman,m
Marina Vlady,Claire Denis,f
Marina Vlady,Chantal Akerman,f
Jean-Marie Straub,Claire Denis,m
Jean-Marie Straub,Chantal Akerman,m
Abenaa Frempong-Boadu,Claire Denis,f
Abenaa Frempong-Boadu,Chantal Akerman,f
Kent Jones,Claire Denis,m
Kent Jones,Chantal Akerman,m
Charles Scorsese,Claire Denis,m
Charles Scorsese,Chantal Akerman,m
João Bénard da Costa,Claire Denis,m
João Bénard da Costa,Chantal Akerman,m
João Bénard da Costa,Jane Campion,m
Bulle Ogier,Claire Denis,f
Bulle Ogier,Chantal Akerman,f
Victor Argo,Claire Denis,m
Victor Argo,Chantal Akerman,m
Victor Argo,Susan Seidelman,m
Kristen Stewart,Claire Denis,f
Kristen Stewart,Chantal Akerman,f
Kristen Stewart,Gina Prince-Bythewood,f
Kristen Stewart,Kelly Reichardt,f
Kristen Stewart,Catherine Hardwick,f
Michael Powell,Claire Denis,m
Michael Powell,Chantal Akerman,m
Michael Powell,Sally Potter,m
Jean Babilée,Claire Denis,m
Jean Babilée,Chantal Akerman,m
Jean-Claude Brialy,Claire Denis,m
Jean-Claude Brialy,Agnes Varda,m
Paul Amar,Claire Denis,m
Paul Amar,Chantal Akerman,m
Robert Badinter,Claire Denis,m
Robert Badinter,Chantal Akerman,m
Guy Bedos,Claire Denis,m
Guy Bedos,Chantal Akerman,m
Jane Birkin,Claire Denis,f
Jane Birkin,Agnes Varda,f
Jane Birkin,Chantal Akerman,f
Emmanuelle Béart,Claire Denis,f
Emmanuelle Béart,Chantal Akerman,f
Henri Cartier-Bresson,Claire Denis,m
Henri Cartier-Bresson,Chantal Akerman,m
Claude Cheysson,Claire Denis,m
Claude Cheysson,Chantal Akerman,m
Catherine Deneuve,Claire Denis,f
Catherine Deneuve,Agnes Varda,f
Catherine Deneuve,Chantal Akerman,f
Catherine Deneuve,Marjane Satrapi,f
Anny Duperey,Claire Denis,f
Anny Duperey,Chantal Akerman,f
Sami Frey,Claire Denis,m
Sami Frey,Agnes Varda,m
Sami Frey,Chantal Akerman,m
Charlotte Gainsbourg,Claire Denis,f
Charlotte Gainsbourg,Agnes Varda,f
Charlotte Gainsbourg,Chantal Akerman,f
Anouk Grinberg,Claire Denis,f
Anouk Grinberg,Chantal Akerman,f
Anouk Grinberg,Catherine Breillat,f
Henri Grouès,Claire Denis,m
Henri Grouès,Chantal Akerman,m
Jacques Higelin,Claire Denis,m
Jacques Higelin,Chantal Akerman,m
Isabelle Huppert,Claire Denis,f
Isabelle Huppert,Chantal Akerman,f
Isabelle Huppert,Catherine Breillat,f
François Jacob,Claire Denis,m
François Jacob,Chantal Akerman,m
Bruno Masure,Claire Denis,m
Bruno Masure,Chantal Akerman,m
Alexandre Minkowski,Claire Denis,m
Alexandre Minkowski,Chantal Akerman,m
Youssou N'Dour,Claire Denis,m
Youssou N'Dour,Mira Nair,m
Youssou N'Dour,Chantal Akerman,m
Youssou N'Dour,Jane Campion,m
Philippe Noiret,Claire Denis,m
Philippe Noiret,Agnes Varda,m
Philippe Noiret,Chantal Akerman,m
Michel Piccoli,Claire Denis,m
Michel Piccoli,Agnes Varda,m
Michel Piccoli,Chantal Akerman,m
Michel Piccoli,Jane Campion,m
Hubert Reeves,Claire Denis,m
Hubert Reeves,Chantal Akerman,m
André Rousselet,Claire Denis,m
André Rousselet,Agnes Varda,m
André Rousselet,Chantal Akerman,m
Saï Saï,Claire Denis,m
Saï Saï,Chantal Akerman,m
M.C. Solaar,Claire Denis,m
M.C. Solaar,Chantal Akerman,m
Alain Souchon,Claire Denis,m
Alain Souchon,Agnes Varda,m
Alain Souchon,Chantal Akerman,m
Bernard Stasi,Claire Denis,m
Bernard Stasi,Chantal Akerman,m
Haroun Tazieff,Claire Denis,m
Haroun Tazieff,Chantal Akerman,m
Gérald Thomassin,Claire Denis,m
Gérald Thomassin,Chantal Akerman,m
Marie Trintignant,Claire Denis,f
Marie Trintignant,Chantal Akerman,f
Frédéric Rossif,Claire Denis,m
Frédéric Rossif,Agnes Varda,m
Léon Zitrone,Claire Denis,m
Léon Zitrone,Agnes Varda,m
Jean Marais,Claire Denis,m
Jean Marais,Agnes Varda,m
Alain Delon,Claire Denis,m
Alain Delon,Agnes Varda,m
Maurice Béjart,Claire Denis,m
Maurice Béjart,Agnes Varda,m
Jean-Pierre Raffin,Claire Denis,m
Jean-Pierre Raffin,Agnes Varda,
Jeanne Moreau,Claire Denis,f
Jeanne Moreau,Agnes Varda,f
Jeanne Moreau,Jane Campion,f
Pablo Picasso,Claire Denis,m
Pablo Picasso,Agnes Varda,m
Françoise Hardy,Claire Denis,f
Françoise Hardy,Agnes Varda,f
Igor Barrère,Claire Denis,m
Igor Barrère,Agnes Varda,
Georges de Caunes,Claire Denis,m
Georges de Caunes,Agnes Varda,m
Marie Dubois,Claire Denis,f
Marie Dubois,Agnes Varda,f
Louis Malle,Claire Denis,m
Louis Malle,Agnes Varda,m
Yves Brayer,Claire Denis,m
Yves Brayer,Agnes Varda,m
Georges Brassens,Claire Denis,m
Georges Brassens,Agnes Varda,m
Paco Rabanne,Claire Denis,m
Paco Rabanne,Agnes Varda,m
Louis Aragon,Claire Denis,m
Louis Aragon,Agnes Varda,m
Henri Langlois,Claire Denis,m
Henri Langlois,Agnes Varda,
Jean-Louis Barrault,Claire Denis,m
Jean-Louis Barrault,Agnes Varda,m
Yves Robert,Claire Denis,m
Yves Robert,Agnes Varda,m
André Malraux,Claire Denis,m
André Malraux,Agnes Varda,
Roland Barthes,Claire Denis,m
Roland Barthes,Agnes Varda,m
Arman,Claire Denis,m
Arman,Agnes Varda,
Patrice Chéreau,Claire Denis,m
Patrice Chéreau,Agnes Varda,m
Jean-Marie Rivière,Claire Denis,m
Jean-Marie Rivière,Agnes Varda,m
Pierre Boulez,Claire Denis,m
Pierre Boulez,Agnes Varda,m
Jacques Monestier,Claire Denis,m
Jacques Monestier,Agnes Varda,
Milenko Banovitch,Claire Denis,m
Milenko Banovitch,Agnes Varda,m
Tessa Beaumont,Claire Denis,f
Tessa Beaumont,Agnes Varda,f
Bernard Buffet,Claire Denis,m
Bernard Buffet,Agnes Varda,
Geraldine Chaplin,Claire Denis,f
Geraldine Chaplin,Agnes Varda,f
Geraldine Chaplin,Chantal Akerman,f
Geraldine Chaplin,Dee Rees,f
Maurice Chevalier,Claire Denis,m
Maurice Chevalier,Agnes Varda,m
Maurice Chevalier,Dorothy Arzner,m
Maurice Chevalier,Jane Campion,m
Salvador Dalí,Claire Denis,m
Salvador Dalí,Agnes Varda,m
Louis de Funès,Claire Denis,m
Louis de Funès,Agnes Varda,m
Georges Goviloff,Claire Denis,m
Georges Goviloff,Agnes Varda,
Pierre Vaneck,Claire Denis,m
Pierre Vaneck,Agnes Varda,m
Manuel Benítez 'El Cordobés',Claire Denis,m
Manuel Benítez 'El Cordobés',Agnes Varda,m
Antoine Bourseiller,Claire Denis,m
Antoine Bourseiller,Agnes Varda,m
René Clément,Claire Denis,m
René Clément,Agnes Varda,m
Jane Fonda,Claire Denis,f
Jane Fonda,Agnes Varda,f
Jane Fonda,Barbara Kopple,f
Jane Fonda,Gillian Armstrong,f
Eugène Ionesco,Claire Denis,m
Eugène Ionesco,Agnes Varda,m
Philippe Labro,Claire Denis,m
Philippe Labro,Agnes Varda,m
Nicolas Schoeffer,Claire Denis,m
Nicolas Schoeffer,Agnes Varda,
Jacques Simon,Claire Denis,m
Jacques Simon,Agnes Varda,
Roger Vadim,Claire Denis,m
Roger Vadim,Agnes Varda,m
Guillaume Apollinaire,Claire Denis,m
Guillaume Apollinaire,Agnes Varda,
Jacqueline Auriol,Claire Denis,f
Jacqueline Auriol,Agnes Varda,f
Jackie Berroyer,Claire Denis,m
Jackie Berroyer,Chantal Akerman,m
Élodie Bouchez,Claire Denis,f
Élodie Bouchez,Chantal Akerman,f
Nabil El Bouhairi,Claire Denis,m
Nabil El Bouhairi,Chantal Akerman,m
Alice Houri,Claire Denis,f
Alice Houri,Chantal Akerman,f
Claire Keim,Claire Denis,f
