director,film,actor,gender,space,role
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Eszter Balint,f,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Kirk Baltz,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",George Bartenieff,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Billy Bastiani,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Isha Manna Beck,f,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Jacob Becker,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Max Brandt,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Maurice Brenner,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",David Buntzman,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",István Bálint,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Marilyn Chris,f,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Sharon Diskin,f,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Carl Don,m,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Dean Zeth Jackson,m,0.0002,Teitelbaum
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Judith Malina,f,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Irina V. Passmoore,f,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Joan Rosenfels,f,0.0002,
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Herbert Rubens,m,0.0002,Martin
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",James R. Stoddard,m,0.0002,Wall Street Man
Chantal Akerman,"Histoires d'Amérique: Food, Family and Philosophy",Victor Talmadge,m,0.0002,
Chantal Akerman,Avec Sonia Wieder-Atherton,Sonia Wieder-Atherton,f,0.0002,Self
Chantal Akerman,Avec Sonia Wieder-Atherton,Imogen Cooper,f,0.0002,Self - Piano
Chantal Akerman,Avec Sonia Wieder-Atherton,Alexie Coussemans,f,0.0002,Self
Chantal Akerman,Avec Sonia Wieder-Atherton,Pierre Feyler,m,0.0002,Self
Chantal Akerman,Avec Sonia Wieder-Atherton,Sarah Lancu,f,0.0002,Self
Chantal Akerman,Avec Sonia Wieder-Atherton,Matthieu Lejeune,m,0.0002,Self
Chantal Akerman,Avec Sonia Wieder-Atherton,Quatuor Parisi,m,0.0002,Themselves
Chantal Akerman,Avec Sonia Wieder-Atherton,Françoise Rivalland,f,0.0002,Self
Chantal Akerman,Night and Day,Guilaine Londez,f,0.0002,Julie
Chantal Akerman,Night and Day,Thomas Langmann,m,0.0002,Jack
Chantal Akerman,Night and Day,François Négret,m,0.0002,Joseph
Chantal Akerman,Night and Day,Nicole Colchat,f,0.0002,Jack's mother
Chantal Akerman,Night and Day,Pierre Laroche,m,0.0002,Jack's father
Chantal Akerman,Night and Day,Christian Crahay,m,0.0002,Middle-aged man
Chantal Akerman,Night and Day,Luc Fonteyn,m,0.0002,Young man looking for the cat
Chantal Akerman,Night and Day,Sandrine Laroche,f,0.0002,Young woman looking for the cat
Chantal Akerman,Night and Day,Yves Coméliau,m,0.0002,Young man asking for oil
Chantal Akerman,Night and Day,Olindo Bolzan,m,0.0002,30 years old man
Chantal Akerman,Night and Day,Nicole Duret,f,0.0002,Worried neighbour
Chantal Akerman,Night and Day,Violette Léonard,f,0.0002,Neighbour
Chantal Akerman,Night and Day,Cecilia Kankonda,f,0.0002,Neighbour
Chantal Akerman,Télévision de chambre,Jean-François Stévenin,m,0.0002,Jacques / ...
Chantal Akerman,Télévision de chambre,Michel Delahaye,m,0.0002,M. Green
Chantal Akerman,Télévision de chambre,Nicolas Baby,m,0.0002,Karl
Chantal Akerman,Télévision de chambre,Laure Duthilleul,f,0.0002,Nelly
Chantal Akerman,Télévision de chambre,Jacques Serres,m,0.0002,"Pierre, le père"
Chantal Akerman,Télévision de chambre,Bruce Myers,m,0.0002,
Chantal Akerman,Télévision de chambre,Jacques Nolot,m,0.0002,Alain Pruez
Chantal Akerman,Télévision de chambre,William Cherino,m,0.0002,Serge
Chantal Akerman,Télévision de chambre,Anne-Laure Meury,f,0.0002,Clara
Chantal Akerman,Télévision de chambre,Dominique Verde,f,0.0002,"Christine, la mère"
Chantal Akerman,Télévision de chambre,Evelyne Dress,f,0.0002,Dominique
Chantal Akerman,Télévision de chambre,Patrick Fierry,m,0.0002,Jacky Verrière
Chantal Akerman,Télévision de chambre,Jean-Pierre Kalfon,m,0.0002,Alex Leclerc
Chantal Akerman,Télévision de chambre,Michel Robin,m,0.0002,
Chantal Akerman,Télévision de chambre,Bernard Ballet,m,0.0002,Félix
Chantal Akerman,Télévision de chambre,Nathalie Brevet,f,0.0002,Nathalie
Chantal Akerman,Télévision de chambre,Hubert Deschamps,m,0.0002,M. Pallunder
Chantal Akerman,Télévision de chambre,Michèle Moretti,f,0.0002,
Chantal Akerman,Télévision de chambre,Rebecca Pauly,f,0.0002,Mélanie
Chantal Akerman,Télévision de chambre,Manuelle Lidsky,f,0.0002,Manu
Chantal Akerman,Télévision de chambre,Lucien Plazanet,m,0.0002,Lucien
Chantal Akerman,Télévision de chambre,Garrick Maul,m,0.0002,Ron
Chantal Akerman,Télévision de chambre,Pierre Hurel,m,0.0002,L'enfant
Chantal Akerman,Télévision de chambre,Konstanty Jelenski,m,0.0002,L'oncle
Chantal Akerman,Télévision de chambre,Eric Lecomte,m,0.0002,Franck
Chantal Akerman,Télévision de chambre,Geraldine Chaplin,f,0.0002,
Chantal Akerman,Télévision de chambre,Anna Kupfer,f,0.0002,La baby sitter
Chantal Akerman,Télévision de chambre,Benoît Ferreux,m,0.0002,Mack
Chantal Akerman,Télévision de chambre,Natacha Jeanneau,f,0.0002,La mère
Chantal Akerman,Télévision de chambre,Madeleine Lemistre,f,0.0002,La mère de Christine
Chantal Akerman,Télévision de chambre,Laurence Boisloret,f,0.0002,Brigitte
Chantal Akerman,Télévision de chambre,Tai,m,0.0002,Roller-skater
Chantal Akerman,Télévision de chambre,Serge Volney,m,0.0002,Le domestique
Chantal Akerman,Télévision de chambre,Philippe Caroit,m,0.0002,"Laurent, le marié"
Chantal Akerman,Télévision de chambre,Siow,m,0.0002,Roller-skater
Chantal Akerman,Télévision de chambre,Guy Mousset,m,0.0002,Le camarade de cours
Chantal Akerman,Télévision de chambre,Dominique Campana,m,0.0002,
Chantal Akerman,Télévision de chambre,Valérie Coquerel,f,0.0002,
Chantal Akerman,Télévision de chambre,Robert Kramer,m,0.0002,Self -
Chantal Akerman,Télévision de chambre,André S. Labarthe,m,0.0002,Self -
Chantal Akerman,Télévision de chambre,Claire Squires,f,0.0002,
Chantal Akerman,Télévision de chambre,Betty Assenza,f,0.0002,La femme du vieux couple
Chantal Akerman,Télévision de chambre,Féodor Atkine,m,0.0002,Le gardien de nuit
Chantal Akerman,Télévision de chambre,Didier Bourdon,m,0.0002,Jeune homme casting
Chantal Akerman,Télévision de chambre,Ingrid Bourgoin,f,0.0002,
Chantal Akerman,Télévision de chambre,Benoist Brumer,m,0.0002,
Chantal Akerman,Télévision de chambre,Marc Brunet,m,0.0002,Jeune homme casting
Chantal Akerman,Télévision de chambre,Teco Celio,m,0.0002,Jeune homme casting
Chantal Akerman,Télévision de chambre,Martine Chopy,f,0.0002,
Chantal Akerman,Télévision de chambre,Roland Crépin,m,0.0002,Employé de bureau
Chloe Zhao,Nomadland,Frances McDormand,f,0.0002,
Chloe Zhao,Nomadland,David Strathairn,m,0.0002,
Chloe Zhao,Nomadland,Linda May,f,0.0002,
Chloe Zhao,Nomadland,Charlene Swankie,f,0.0002,
Chloe Zhao,Benachin,Ayesha Attah,f,0.0002,Ayesha
Chloe Zhao,Benachin,Stephen Lin,m,0.0002,Stephen
Chloe Zhao,Benachin,Lisa Luo,m,0.0002,Jie
Chloe Zhao,Benachin,Bing Zhao,m,0.0002,Ming
Chloe Zhao,Songs My Brothers Taught Me,John Reddy,m,0.0002,Johnny Winters
Chloe Zhao,Songs My Brothers Taught Me,Jashaun St. John,f,0.0002,Jashaun Winters
Chloe Zhao,Songs My Brothers Taught Me,Taysha Fuller,f,0.0002,Aurelia Clifford
Chloe Zhao,Songs My Brothers Taught Me,Eleonore Hendricks,f,0.0002,Angie Britt
Chloe Zhao,Songs My Brothers Taught Me,Travis Lone Hill,m,0.0002,Travis Lone Hill
Chloe Zhao,Songs My Brothers Taught Me,Cat Clifford,m,0.0002,Cat Clifford
Chloe Zhao,Songs My Brothers Taught Me,Irene Bedard,f,0.0002,Lisa Winters
Chloe Zhao,Songs My Brothers Taught Me,Kevin Hunter,m,0.0002,Kevin Winters
Chloe Zhao,Songs My Brothers Taught Me,Derrick Janis,m,0.0002,Victor Chasing Hawk
Chloe Zhao,Songs My Brothers Taught Me,Dakota Brown,f,0.0002,Dakota Fire Thunder
Chloe Zhao,Songs My Brothers Taught Me,Allen Reddy,m,0.0002,Bill Britt
Chloe Zhao,Songs My Brothers Taught Me,Wambli BearRunner,f,0.0002,Auntie Wambli
Chloe Zhao,Songs My Brothers Taught Me,George Dull Knife,m,0.0002,Jorge Iron Bear
Chloe Zhao,Songs My Brothers Taught Me,Shamauri Hawkins,m,0.0002,Mo
Chloe Zhao,Songs My Brothers Taught Me,Lauren Janis,f,0.0002,Lauren Janis
Chloe Zhao,Songs My Brothers Taught Me,Gabby Montileaux,f,0.0002,Gabby Iron Bear
Chloe Zhao,Songs My Brothers Taught Me,Dorothy Nelson,f,0.0002,Third customer
Chloe Zhao,Songs My Brothers Taught Me,Keanna Rowland,f,0.0002,Keanna Rowland
Chloe Zhao,The Rider,Brady Jandreau,m,0.0002,Brady Blackburn
Chloe Zhao,The Rider,Mooney,m,0.0002,Gus
Chloe Zhao,The Rider,Tim Jandreau,m,0.0002,Wayne Blackburn
Chloe Zhao,The Rider,Lilly Jandreau,f,0.0002,Lilly Blackburn
Chloe Zhao,The Rider,Leroy Pourier,m,0.0002,Frank
Chloe Zhao,The Rider,Cat Clifford,m,0.0002,Cat Clifford
Chloe Zhao,The Rider,Tanner Langdeau,m,0.0002,Tanner Langdeau
Chloe Zhao,The Rider,James Calhoon,m,0.0002,James Calhoon
Chloe Zhao,The Rider,Lane Scott,m,0.0002,Lane Scott
Chloe Zhao,The Rider,Cameron Wright,m,0.0002,Rodeo Cowboy #1
Chloe Zhao,The Rider,Jordon Slick Phelps,m,0.0002,Rodeo Cowboy #2
Chloe Zhao,The Rider,Donnie Whirlwind Horse,m,0.0002,Rodeo Cowboy #3
Chloe Zhao,The Rider,Terri Dawn Pourier,f,0.0002,Terri Dawn
Chloe Zhao,The Rider,Allen Reddy,m,0.0002,Bill
Chloe Zhao,The Rider,Greg Barber,m,0.0002,Bar Owner
Chloe Zhao,The Rider,Kevin Hunter,m,0.0002,Bar Patron #1
Chloe Zhao,The Rider,Marshal Byrne,m,0.0002,Bar Patron #2
Chloe Zhao,The Rider,Frank Steele,m,0.0002,Miles
Chloe Zhao,The Rider,Ethan Steele,m,0.0002,Miles' Son
Chloe Zhao,The Rider,Helene Gaddie,f,0.0002,Job Center Coordinator
Chloe Zhao,The Rider,Derrick Janis,m,0.0002,Victor Chasing Hawk
Chloe Zhao,The Rider,Todd O'Brian,m,0.0002,Todd
Chloe Zhao,The Rider,Gabrielle Waln,f,0.0002,Gabby
Chloe Zhao,The Rider,Griffin Grooms,f,0.0002,Young Cowgirl
Chloe Zhao,The Rider,Summer Boomer,f,0.0002,Bartender
Chloe Zhao,The Rider,Peppy,m,0.0002,Apollo
Chloe Zhao,The Rider,Jim,m,0.0002,Apolla
Chloe Zhao,The Rider,John Pfortmiller,m,0.0002,Pawn Shop Owner
Chloe Zhao,The Rider,Amanda Reddy,f,0.0002,Doctor
Chloe Zhao,The Rider,Alejandro Rama,m,0.0002,Alejandro
Chloe Zhao,The Rider,Adriano Rama,m,0.0002,Adriano
Chloe Zhao,The Rider,Steven DeWolfe,m,0.0002,Rodeo Cowboy #4
Chloe Zhao,The Atlas Mountains,Amir Darvish,m,0.0002,Tarik El Bez
Chloe Zhao,The Atlas Mountains,Abby Royle,f,0.0002,Helen Thomas
Chloe Zhao,Daughters,Luo Qian,f,0.0002,Maple
Debra Granik,Leave No Trace,Thomasin McKenzie,f,0.0002,Tom
Debra Granik,Leave No Trace,Ben Foster,m,0.0002,Will
Debra Granik,Leave No Trace,Jeffery Rifflard,m,0.0002,Vet at VA
Debra Granik,Leave No Trace,Derek John Drescher,m,0.0002,Larry
Debra Granik,Leave No Trace,Michael Draper,m,0.0002,Runner
Debra Granik,Leave No Trace,Peter Simpson,m,0.0002,Police Officer
Debra Granik,Leave No Trace,Erik McGlothlin,m,0.0002,K-9 Officer
Debra Granik,Leave No Trace,Dana Millican,f,0.0002,Jean
Debra Granik,Leave No Trace,Alyssa McKay,f,0.0002,Valerie
Debra Granik,Leave No Trace,Ryan Joiner,f,0.0002,Tiffany
Debra Granik,Leave No Trace,Michael J. Prosser,m,0.0002,James
Debra Granik,Leave No Trace,Jeff Kober,m,0.0002,Mr. Walters
Debra Granik,Leave No Trace,Spencer S. Hanley,m,0.0002,Pastor
Debra Granik,Leave No Trace,Tamera Westlake,f,0.0002,Devotional Dancer
Debra Granik,Leave No Trace,Bob Werfelman,m,0.0002,Bob
Debra Granik,Leave No Trace,Isaiah Stone,m,0.0002,Isaiah
Debra Granik,Leave No Trace,Jacob Johnson,m,0.0002,4H Coach
Debra Granik,Leave No Trace,Art Hickman,m,0.0002,Truck Driver
Debra Granik,Leave No Trace,Derek Carmon,m,0.0002,Detective
Debra Granik,Leave No Trace,Zoë Dotson,f,0.0002,Teen Girl Traveler
Debra Granik,Leave No Trace,Dale Dickey,f,0.0002,Dale
Debra Granik,Leave No Trace,David M. Pittman,m,0.0002,Blane
Debra Granik,Leave No Trace,Susan Chernak McElroy,f,0.0002,Susan
Debra Granik,Leave No Trace,Marisa Anderson,f,0.0002,Musician at Party
Debra Granik,Leave No Trace,Michael Hurley,m,0.0002,Musician at Party
Debra Granik,Leave No Trace,Stephanie Barton-Farcas,f,0.0002,Police Woman
Debra Granik,Leave No Trace,Ayanna Berkshire,f,0.0002,Dr. Berkshire
Debra Granik,Leave No Trace,Evan Brown,m,0.0002,Bus Rider
Debra Granik,Leave No Trace,Peter James DeLuca,m,0.0002,Church Patron #1
Debra Granik,Leave No Trace,Mike Harris,m,0.0002,Bus Rider
Debra Granik,Leave No Trace,Mike D Harris,m,0.0002,Bus Patron
Debra Granik,Leave No Trace,P.E. Ingraham,m,0.0002,Church Goer
Debra Granik,Leave No Trace,Zack Leary,m,0.0002,Church Patron #2
Debra Granik,Leave No Trace,Sabina Mach,f,0.0002,
Debra Granik,Leave No Trace,Eric Sahlstrom,m,0.0002,Church Goer
Debra Granik,Leave No Trace,River K. Spencer,m,0.0002,Church Goer
Debra Granik,Leave No Trace,Lane Stiemsma,f,0.0002,Church Patron
Debra Granik,Leave No Trace,Kyle Stoltz,m,0.0002,Church Goer / C-Store Patron / Security Guard
Debra Granik,Leave No Trace,Tamara Szalewski,f,0.0002,Pedestrian
Debra Granik,Independent Lens,America Ferrera,f,0.0002,Self - Host
Debra Granik,Independent Lens,Terrence Howard,m,0.0002,Self - Host / ...
Debra Granik,Independent Lens,Stanley Tucci,m,0.0002,Self - Host / ...
Debra Granik,Independent Lens,Mary-Louise Parker,f,0.0002,Self - Hostess
Debra Granik,Independent Lens,Maggie Gyllenhaal,f,0.0002,Self - Host / ...
Debra Granik,Independent Lens,Safiya Fredericks,f,0.0002,
Debra Granik,Independent Lens,Shadi Chauke,f,0.0002,Narrator / ...
Debra Granik,Independent Lens,Don Cheadle,m,0.0002,Host / ...
Debra Granik,Independent Lens,Edie Falco,f,0.0002,Self - Host
Debra Granik,Independent Lens,Peter Coyote,m,0.0002,Narrator / ...
Debra Granik,Independent Lens,Alfre Woodard,f,0.0002,Narrator / ...
Debra Granik,Independent Lens,Susan Sarandon,f,0.0002,Self
Debra Granik,Independent Lens,Kal Penn,m,0.0002,Jagdesh / ...
Debra Granik,Independent Lens,Hira Ambrosino,f,0.0002,Auditioning Emilies / ...
Debra Granik,Independent Lens,Ben Johnson,m,0.0002,
Debra Granik,Independent Lens,Tim Robbins,m,0.0002,Self - Narrator
Debra Granik,Independent Lens,Torin Anderson,m,0.0002,
Debra Granik,Independent Lens,Ashley Borne,f,0.0002,
Debra Granik,Independent Lens,Andrew Cappelletti,m,0.0002,
Debra Granik,Independent Lens,Mahogany Ellis-Crutchfield,f,0.0002,
Debra Granik,Independent Lens,Ron Johnson,m,0.0002,
Debra Granik,Independent Lens,Luis E. Sanchez,m,0.0002,
Debra Granik,Independent Lens,Payton Von Eschen,m,0.0002,
Debra Granik,Independent Lens,Reginald Hudlin,m,0.0002,Self
Debra Granik,Independent Lens,Amiri Baraka,m,0.0002,Self
Debra Granik,Independent Lens,George Clinton,m,0.0002,Self
Debra Granik,Independent Lens,Shock-G,m,0.0002,Humpty Hump / ...
Debra Granik,Independent Lens,Jeffrey Wright,m,0.0002,Bobby Seale / ...
Debra Granik,Independent Lens,Howard Zinn,m,0.0002,Self
Debra Granik,Independent Lens,Dennis Hopper,m,0.0002,Self
Debra Granik,Independent Lens,DJ Spooky,m,0.0002,Self
Debra Granik,Independent Lens,Sonia Sanchez,f,0.0002,Self
Debra Granik,Independent Lens,Henry Louis Gates Jr.,m,0.0002,Self
Debra Granik,Independent Lens,Chris Tashima,m,0.0002,Chiune Sugihara
Debra Granik,Independent Lens,Imelda Marcos,f,0.0002,Self
Debra Granik,Independent Lens,León Singer,m,0.0002,Clemente
Debra Granik,Independent Lens,Bernard White,m,0.0002,Anant
Debra Granik,Independent Lens,Albert Cullum,m,0.0002,Self
Debra Granik,Independent Lens,Blythe Danner,f,0.0002,Isabella Stewart Gardner
Debra Granik,Independent Lens,Di Quon,f,0.0002,Kimberlee Fung
Debra Granik,Independent Lens,Keith David,m,0.0002,Narrator
Debra Granik,Independent Lens,John Adams,m,0.0002,Composer
Debra Granik,Independent Lens,Arnel Pineda,m,0.0002,"Self - lead vocalist, Journey"
Debra Granik,Independent Lens,Susan Fukuda,f,0.0002,Yukiko Sugihara
Debra Granik,Independent Lens,Ferdinand Marcos Jr.,m,0.0002,Self
Debra Granik,Independent Lens,Jeremy Ray Valdez,m,0.0002,Lalo
Debra Granik,Independent Lens,Laurie Heineman,f,0.0002,Self
Debra Granik,Independent Lens,Campbell Scott,m,0.0002,Bernard Berenson
Debra Granik,Independent Lens,Karin Anna Cheung,f,0.0002,Aimee Fung
Debra Granik,Independent Lens,Dulé Hill,m,0.0002,Billy Strayhorn
Debra Granik,Snake Feed,Corinne Stralka,f,0.0002,Irene
Debra Granik,Snake Feed,Richard Lieske,m,0.0002,Rick
Debra Granik,Snake Feed,Jerry Dean,m,0.0002,Larry
Debra Granik,Snake Feed,Jesse Stralka,m,0.0002,Irene's Son
Debra Granik,Snake Feed,Danny Stralka,m,0.0002,Irene's Son
Debra Granik,Snake Feed,Flame Simon,f,0.0002,Employer
Debra Granik,Snake Feed,Daniel London,m,0.0002,Pet Shop Clerk
Debra Granik,Snake Feed,Madeline King,f,0.0002,Bingo Patron
Debra Granik,Stray Dog,Ronnie Hall,m,0.0002,Self - Stray Dog
Debra Granik,Stray Dog,Felipe Angel Padilla,m,0.0002,Self
Debra Granik,Stray Dog,Felipe de Jesus Padilla,m,0.0002,Self
Debra Granik,Down to the Bone,Vera Farmiga,f,0.0002,Irene
Debra Granik,Down to the Bone,Hugh Dillon,m,0.0002,Bob
Debra Granik,Down to the Bone,Clint Jordan,m,0.0002,Steve
Debra Granik,Down to the Bone,Caridad 'La Bruja' De La Luz,f,0.0002,Lucy
Debra Granik,Down to the Bone,Jasper Daniels,m,0.0002,Ben
Debra Granik,Down to the Bone,Taylor Foxhall,m,0.0002,Jason
Debra Granik,Down to the Bone,Giles Penderghast,m,0.0002,Pet Store Clerk
Debra Granik,Down to the Bone,Terry McKenna,m,0.0002,Gene
Debra Granik,Down to the Bone,Richard Lieske,m,0.0002,Richard
Debra Granik,Down to the Bone,Hector Vasquez,m,0.0002,Hector
Debra Granik,Down to the Bone,Joel Saeks,m,0.0002,Lars
Debra Granik,Down to the Bone,Lori Berryman,f,0.0002,Acupuncture Therapist
Debra Granik,Down to the Bone,Walt Bolde,m,0.0002,Walt
Debra Granik,Down to the Bone,Edward Crawford,m,0.0002,Kevin
Debra Granik,Down to the Bone,Gia Mitchell,f,0.0002,April
Debra Granik,Down to the Bone,Anthony Ricci,m,0.0002,John
Debra Granik,Down to the Bone,Liam Underhill,m,0.0002,April & John's Son
Debra Granik,Down to the Bone,Kira Daniels,f,0.0002,April & John's Daughter
Debra Granik,Down to the Bone,Charles Broughton,m,0.0002,Ice Cream Shop Owner
Debra Granik,Down to the Bone,Ernest Longyear,m,0.0002,Biker
Debra Granik,Down to the Bone,Robert Henderson,m,0.0002,Al
Debra Granik,Down to the Bone,Jackie Lieske,f,0.0002,Al's Daughter
Debra Granik,Down to the Bone,Alan Samulski,m,0.0002,Jim
Debra Granik,Down to the Bone,Matthew Goldpaugh,m,0.0002,Seth
Debra Granik,Down to the Bone,Nancy Juvonen,f,0.0002,Store Supervisor
Debra Granik,Down to the Bone,Kenneth Thompson,m,0.0002,Coupon Man
Debra Granik,Down to the Bone,Corinne Stralka,f,0.0002,Customer Short of Cash
Debra Granik,Down to the Bone,Randy Conti,m,0.0002,Store Manager
Debra Granik,Down to the Bone,Patrick Dowling,m,0.0002,Store Manager
Debra Granik,Down to the Bone,George Koch,m,0.0002,George
Debra Granik,Down to the Bone,Jadira,f,0.0002,Piercer
Debra Granik,Down to the Bone,Vinny Ritchie,m,0.0002,Vinny
Debra Granik,Down to the Bone,Tom Brangle,m,0.0002,Arresting Officer
Debra Granik,Down to the Bone,Gary Thompson,m,0.0002,Officer
Debra Granik,Down to the Bone,Jeremiah Flaherty,m,0.0002,Lawyer
Debra Granik,Down to the Bone,Melissa Ortquist,f,0.0002,Monitor
Debra Granik,Down to the Bone,Karen Keefe,f,0.0002,Clinic Counselor
Debra Granik,Down to the Bone,Tillie Olinsky,f,0.0002,Tillie
Debra Granik,Down to the Bone,Shelley Bolding,f,0.0002,Marie
Debra Granik,Down to the Bone,Honey,f,0.0002,Dog
Debra Granik,Down to the Bone,Joe James,m,0.0002,Group Therapy Participant
Debra Granik,Down to the Bone,Phillip X Levine,m,0.0002,Man at AA meeting
Debra Granik,Down to the Bone,Stephen W. Tenner,m,0.0002,Party Band Frontman
Debra Granik,Winter's Bone,Jennifer Lawrence,f,0.0002,Ree
Debra Granik,Winter's Bone,Isaiah Stone,m,0.0002,Sonny
Debra Granik,Winter's Bone,Ashlee Thompson,f,0.0002,Ashlee
Debra Granik,Winter's Bone,Valerie Richards,f,0.0002,Connie
Debra Granik,Winter's Bone,Shelley Waggener,f,0.0002,Sonya
Debra Granik,Winter's Bone,Garret Dillahunt,m,0.0002,Sheriff Baskin
Debra Granik,Winter's Bone,William White,m,0.0002,Blond Milton
Debra Granik,Winter's Bone,Ramona Blair,f,0.0002,Parenting Teacher
Debra Granik,Winter's Bone,Lauren Sweetser,f,0.0002,Gail
Debra Granik,Winter's Bone,Andrew Burnley,m,0.0002,Baby Ned
Debra Granik,Winter's Bone,Phillip Burnley,m,0.0002,Baby Ned
Debra Granik,Winter's Bone,Isaac Skidmore,m,0.0002,Baby Ned
