actor,film,gender
Richard Jenkins,Blue Steel,m
Richard Jenkins,Olive Kitteridge,m
Richard Jenkins,North Country,m
Richard Jenkins,Six Feet Under (2003-2004),m
Giancarlo Rodriguez,Six Feet Under,m
Giancarlo Rodriguez,Six Feet Under (2003-2004),m
Ed O'Ross,Six Feet Under,m
Ed O'Ross,Now and Again,m
Ed O'Ross,Six Feet Under (2003-2004),m
Peter Macdissi,Six Feet Under,m
Peter Macdissi,Here and Now,m
Peter Macdissi,Six Feet Under (2003-2004),m
Tim Maculan,Six Feet Under,m
Tim Maculan,Here and Now,m
Tim Maculan,Six Feet Under (2003-2004),m
Rainn Wilson,Six Feet Under,m
Rainn Wilson,The Office,m
Rainn Wilson,Six Feet Under (2003-2004),m
Tina Holmes,Six Feet Under,f
Tina Holmes,Six Feet Under (2003-2004),f
Sprague Grayden,Six Feet Under,f
Sprague Grayden,The Following,f
Sprague Grayden,Low Winter Sun,f
Sprague Grayden,Six Feet Under (2003-2004),f
Eric Balfour,Six Feet Under,m
Eric Balfour,Fear Itself,m
Eric Balfour,Danger Theatre,m
Eric Balfour,What Women Want,m
Eric Balfour,Six Feet Under (2003-2004),m
Aysia Polk,Six Feet Under,f
Aysia Polk,Six Feet Under (2003-2004),f
Kathy Bates,Six Feet Under,f
Kathy Bates,The Office,f
Kathy Bates,Johnny Bull,f
Kathy Bates,Six Feet Under (2003-2004),f
Peter Facinelli,Six Feet Under,m
Peter Facinelli,Riding in Cars with Boys,m
Peter Facinelli,Twilight,m
Peter Facinelli,Six Feet Under (2003-2004),m
Marina Black,Six Feet Under,f
Marina Black,Six Feet Under (2003-2004),f
Gary Hershberger,Six Feet Under,m
Gary Hershberger,Six Feet Under (2003-2004),m
Melissa Marsala,Six Feet Under,f
Melissa Marsala,Six Feet Under (2003-2004),f
Idalis DeLeon,Six Feet Under,f
Idalis DeLeon,Six Feet Under (2003-2004),f
Ed Begley Jr.,Six Feet Under,m
Ed Begley Jr.,Renaissance Man,m
Ed Begley Jr.,Laverne & Shirley (1979-1981),m
Ed Begley Jr.,Off the Map,m
Ed Begley Jr.,Arrested Development,m
Ed Begley Jr.,She-Devil,m
Ed Begley Jr.,Six Feet Under (2003-2004),m
David Norona,Six Feet Under,m
David Norona,The Mentalist,m
David Norona,Mystery Girl,m
David Norona,Six Feet Under (2003-2004),m
C.J. Sanders,Six Feet Under,m
C.J. Sanders,Six Feet Under (2003-2004),m
Mena Suvari,Six Feet Under,f
Mena Suvari,Loser,f
Mena Suvari,Slums of Beverly Hills,f
Mena Suvari,Six Feet Under (2003-2004),f
David Hornsby,Six Feet Under,m
David Hornsby,Six Feet Under (2003-2004),m
Joel Brooks,Six Feet Under,m
Joel Brooks,The Wonderful World of Disney,m
Joel Brooks,Six Feet Under (2003-2004),m
Paul Terrell Clayton,Six Feet Under,m
Paul Terrell Clayton,Six Feet Under (2003-2004),m
Kendre Berry,Six Feet Under,m
Kendre Berry,Girlfriends,m
Kendre Berry,Six Feet Under (2003-2004),m
Kellie Waymire,Six Feet Under,f
Kellie Waymire,Six Feet Under (2003-2004),f
Dina Spybey-Waters,Six Feet Under,f
Dina Spybey-Waters,Cold Feet,f
Dina Spybey-Waters,Six Feet Under (2003-2004),f
Anne Ramsay,Six Feet Under,f
Anne Ramsay,A League of Their Own,f
Anne Ramsay,Dellaventura,f
Anne Ramsay,Related,f
Anne Ramsay,Six Feet Under (2003-2004),f
Matt Malloy,Six Feet Under,m
Matt Malloy,C-16: FBI,m
Matt Malloy,Night Moves,m
Matt Malloy,Here and Now,m
Matt Malloy,Now and Again,m
Matt Malloy,Lords of Dogtown,m
Matt Malloy,Togetherness,m
Matt Malloy,Six Feet Under (2003-2004),m
Julie Dretzin,Six Feet Under,f
Julie Dretzin,Six Feet Under (2003-2004),f
Jeff Yagher,Six Feet Under,m
Jeff Yagher,Six Feet Under (2003-2004),m
Robert Foxworth,Six Feet Under,m
Robert Foxworth,Six Feet Under (2003-2004),m
Chris Messina,Six Feet Under,m
Chris Messina,Six Feet Under (2003-2004),m
Nicki Micheaux,Six Feet Under,f
Nicki Micheaux,Dragnet,f
Nicki Micheaux,In the Dark,f
Nicki Micheaux,The Ranch,f
Nicki Micheaux,Six Feet Under (2003-2004),f
Gretchen Mol,The Notorious Bettie Page,f
Gretchen Mol,SUBWAYStories: Tales from the Underground,f
Gretchen Mol,Girls Club,f
Chris Bauer,The Notorious Bettie Page,m
Chris Bauer,The Divide,m
Sarah Paulson,The Notorious Bettie Page,f
Sarah Paulson,What Women Want,f
Sarah Paulson,Leap of Faith,f
Sarah Paulson,Bird Box,f
Cara Seymour,The Notorious Bettie Page,f
Cara Seymour,American Psycho,f
Cara Seymour,The Savages,f
David Strathairn,The Notorious Bettie Page,m
David Strathairn,Nomadland,m
David Strathairn,A League of Their Own,m
David Strathairn,Big Girls Don't Cry... They Get Even,m
David Strathairn,Lost in Yonkers,m
John Cullum,The Notorious Bettie Page,m
John Cullum,Nothing Sacred,m
Matt McGrath,The Notorious Bettie Page,m
Matt McGrath,Now and Again,m
Matt McGrath,The Undoing,m
Austin Pendleton,The Notorious Bettie Page,m
Austin Pendleton,Homicide: Life on the Street (1997-1999),m
Austin Pendleton,The Mirror Has Two Faces,m
Austin Pendleton,Homicide: Life on the Street (1998-1999),m
Austin Pendleton,Homicide: Life on the Street,m
Victor Slezak,The Notorious Bettie Page,m
Victor Slezak,The Reluctant Fundamentalist,m
Victor Slezak,Hell on Wheels,m
Victor Slezak,The Ponder Heart,m
Victor Slezak,The Land of Steady Habits,m
Kevin Carroll,The Notorious Bettie Page,m
Kevin Carroll,Self Made: Inspired by the Life of Madam C.J. Walker,m
Ann Dowd,The Notorious Bettie Page,f
Ann Dowd,Nothing Sacred,f
Ann Dowd,Masters of Sex,f
Ann Dowd,Olive Kitteridge,f
Ann Dowd,The Divide,f
Michael Gaston,The Notorious Bettie Page,m
Michael Gaston,The Expecting,m
Michael Gaston,The Man in the High Castle (2015-2016),m
Michael Gaston,Now and Again,m
Michael Gaston,The Mentalist,m
Michael Gaston,Murder in the First (2014-2016),m
Michael Gaston,TURN: Washington's Spies,m
Michael Gaston,The Land of Steady Habits,m
Jefferson Mays,The Notorious Bettie Page,m
Jefferson Mays,I Am the Night,m
Peter McRobbie,The Notorious Bettie Page,m
Peter McRobbie,Big,m
Peter McRobbie,Law & Order: Special Victims Unit (2002-2011),m
Peter McRobbie,Now and Again,m
Peter McRobbie,A Fish in the Bathtub,m
John Boyd,The Notorious Bettie Page,m
John Boyd,The Carrie Diaries (2013-2014),m
John Boyd,Bones,m
David Call,The Notorious Bettie Page,m
David Call,Gossip Girl,m
Geoffrey Cantor,The Notorious Bettie Page,m
Geoffrey Cantor,The $treet (2000-2001),m
Jack Gilpin,The Notorious Bettie Page,m
Jack Gilpin,Billions (2016-2017),m
Jack Gilpin,She-Devil,m
Heather Litteer,The Notorious Bettie Page,f
Heather Litteer,In the Cut,f
Shelly Mars,The Notorious Bettie Page,f
Shelly Mars,Who's the Top?,f
Christopher McCann,The Notorious Bettie Page,m
Christopher McCann,Now and Again,m
Kohl Sudduth,The Notorious Bettie Page,m
Kohl Sudduth,Grosse Pointe,m
Anna Kendrick,The Notorious Bettie Page,f
Anna Kendrick,Fear Itself,f
Anna Kendrick,The Voices,f
Anna Kendrick,Twilight,f
Clifton Collins Jr.,Fear Itself,m
Clifton Collins Jr.,Veronica Clare,m
Maggie Lawson,Fear Itself,f
Maggie Lawson,The Wonderful World of Disney,f
Maggie Lawson,Psych,f
Elisabeth Moss,Fear Itself,f
Elisabeth Moss,Top of the Lake (2013-2017),f
Elisabeth Moss,Prison Stories: Women on the Inside,f
Eric Roberts,Fear Itself,m
Eric Roberts,C-16: FBI,m
Eric Roberts,Heroes,m
Eric Roberts,The Hot Flashes,m
Ethan Embry,Fear Itself,m
Ethan Embry,Dragnet,m
Colin Ferguson,Fear Itself,m
Colin Ferguson,Eureka,m
James Roday,Fear Itself,m
James Roday,Psych,m
Martin Donovan,Fear Itself,m
Martin Donovan,Pasadena,m
Martin Donovan,The Reluctant Fundamentalist,m
Martin Donovan,The Portrait of a Lady,m
Martin Donovan,Weeds,m
Paula Jai Parker,Fear Itself,f
Paula Jai Parker,My Baby's Daddy,f
Marshall Bell,Fear Itself,m
Marshall Bell,The Bling Ring,m
Niall Matter,Fear Itself,m
Niall Matter,Constantine,m
Niall Matter,Eureka,m
Jack Noseworthy,Fear Itself,m
Jack Noseworthy,Judging Amy,m
Sonja Bennett,Fear Itself,f
Sonja Bennett,Eureka,f
Gillian Barber,Fear Itself,f
Gillian Barber,Birdland,f
Christian Bale,American Psycho,m
Christian Bale,The Portrait of a Lady,m
Christian Bale,Little Women,m
Christian Bale,Laurel Canyon,m
Josh Lucas,American Psycho,m
Josh Lucas,The Weight of Water,m
Reese Witherspoon,American Psycho,f
Reese Witherspoon,Vanity Fair,f
Reese Witherspoon,A Wrinkle in Time,f
Samantha Mathis,American Psycho,f
Samantha Mathis,Little Women,f
Samantha Mathis,Billions (2016-2017),f
Jared Leto,American Psycho,m
Jared Leto,My So-Called Life,m
Willem Dafoe,American Psycho,m
Willem Dafoe,To Each His Own Cinema,m
Willem Dafoe,The Loveless,m
Willem Dafoe,The Last Thing He Wanted,m
Willem Dafoe,"Paris, je t'aime",m
Guinevere Turner,American Psycho,f
Guinevere Turner,The Watermelon Woman,f
Guinevere Turner,The Owls,f
Catherine Black,American Psycho,f
Catherine Black,Loser,f
Joseph Oliveira,American Psycho,m
Joseph Oliveira,Selma,m
Joseph Oliveira,Olive Kitteridge,m
Ronald Reagan,American Psycho,m
Ronald Reagan,General Electric Theater (1961-1962),m
Kate Steen,American Psycho,f
Kate Steen,The Crooked E: The Unshredded Truth About Enron,f
Kim Allen,Sonnet for a Towncar,f
Kim Allen,The Carrie Diaries (2013-2014),f
Kim Allen,Army Wives,f
Balthazar Getty,Pasadena,m
Balthazar Getty,When We Rise,m
Alison Lohman,Pasadena,f
Alison Lohman,Things We Lost in the Fire,f
Chris Marquette,Pasadena,m
Chris Marquette,The Unknown,m
Chris Marquette,Huff,m
Mark Valley,Pasadena,m
Mark Valley,Zero Dark Thirty,m
Mark Valley,Once and Again (1999-2001),m
Natasha Gregson Wagner,Pasadena,f
Natasha Gregson Wagner,Deep Blue Breath,f
Natasha Gregson Wagner,Birdland,f
Philip Baker Hall,Pasadena,m
Philip Baker Hall,Rake,m
Bill Dow,Pasadena,m
Bill Dow,Robin's Hoods,m
Chelsea Hobbs,Pasadena,f
Chelsea Hobbs,Lords of Dogtown,f
Christina Moore,Pasadena,f
Christina Moore,Claws,f
Austin Nichols,Pasadena,m
Austin Nichols,The Village,m
Austin Nichols,Five,m
Sam Anderson,Pasadena,m
Sam Anderson,The Visitor,m
Sam Anderson,Danger Theatre,m
Lupe Ontiveros,Pasadena,f
Lupe Ontiveros,Real Women Have Curves,f
Lupe Ontiveros,Lies in Plain Sight,f
Lupe Ontiveros,Leap of Faith,f
Beverley Breuer,Pasadena,f
Beverley Breuer,Riverdale,f
Malcolm Stewart,Pasadena,m
Malcolm Stewart,Riverdale,m
Jessica Harmon,Pasadena,f
Jessica Harmon,Proof,f
David Lewis,Pasadena,m
David Lewis,Hung,m
David Lewis,Kraft Suspense Theatre,m
Terri Douglas,Pasadena,f
Terri Douglas,Dragnet,f
Terri Douglas,Law & Order: Special Victims Unit (2002-2011),f
Terri Douglas,Frozen II,f
Terri Douglas,Frozen,f
Jay Brazeau,Pasadena,m
Jay Brazeau,Little Women,m
Julia Vera,Pasadena,f
Julia Vera,Real Women Have Curves,f
Julia Vera,Gas Food Lodging,f
Laurie Murdoch,Pasadena,m
Laurie Murdoch,The Wonderful World of Disney,m
Warren Christie,Pasadena,m
Warren Christie,The Village,m
Warren Christie,Eyewitness,m
Eric Breker,Pasadena,m
Eric Breker,The Ranch,m
Kevin Bacon,The Following,m
Kevin Bacon,I Love Dick,m
Kevin Bacon,In the Cut,m
Kevin Bacon,Cavedweller,m
James Purefoy,The Following,m
James Purefoy,Vanity Fair,m
Natalie Zea,The Following,f
Natalie Zea,Hung,f
Natalie Zea,Boys Don't Cry,f
Zuleikha Robinson,The Following,f
Zuleikha Robinson,The Namesake,f
Valerie Cruz,The Following,f
Valerie Cruz,Off the Map,f
Connie Nielsen,The Following,f
Connie Nielsen,Wonder Woman 1984,f
Connie Nielsen,I Am the Night,f
Connie Nielsen,Wonder Woman,f
Connie Nielsen,I'll Find You,f
Connie Nielsen,Brothers,f
Tiffany Boone,The Following,f
Tiffany Boone,The Chi,f
Chinasa Ogbuagu,The Following,f
Chinasa Ogbuagu,Time After Time,f
Michael Ealy,The Following,m
Michael Ealy,August 28th,m
Mike Colter,The Following,m
Mike Colter,Zero Dark Thirty,m
Mike Colter,Luke Cage,m
Jennifer Ferrin,The Following,f
Jennifer Ferrin,Time After Time,f
Jennifer Ferrin,Hell on Wheels,f
Hunter Parrish,The Following,m
Hunter Parrish,Weeds,m
Hunter Parrish,It's Complicated,m
Diane Neal,The Following,f
Diane Neal,A Gifted Man,f
Diane Neal,Law & Order: Special Victims Unit (2002-2011),f
Megalyn Echikunwoke,The Following,f
Megalyn Echikunwoke,Funny Valentines,f
Jacinda Barrett,The Following,f
Jacinda Barrett,The Namesake,f
Jacinda Barrett,"New York, I Love You",f
Anna Wood,The Following,f
Anna Wood,Reckless,f
Billy Brown,The Following,m
Billy Brown,The Matrix: Path of Neo,m
Tracey MacLeod,The Late Show,f
Tracey MacLeod,Network 7,f
Peter Hall,The Late Show,m
Peter Hall,The Souvenir,m
Thelma Schoonmaker,The Late Show,f
Thelma Schoonmaker,Woodstock: Now & Then,f
Merwin Goldsmith,The Late Show,m
Merwin Goldsmith,Making Mr. Right,m
Merwin Goldsmith,How to Be a Perfect Person in Just Three Days,m
Bernardo Bertolucci,The Late Show,m
Bernardo Bertolucci,Venice 70: Future Reloaded,m
Ian Brown,The Late Show,m
Ian Brown,Miss You Already,m
Sarah Bolger,The Moth Diaries,f
Sarah Bolger,Mayans M.C.,f
Sarah Gadon,The Moth Diaries,f
Sarah Gadon,Alias Grace,f
Valerie Tian,The Moth Diaries,f
Valerie Tian,Jennifer's Body,f
Lily Cole,The Moth Diaries,f
Lily Cole,Rage,f
Alain Goulem,The Moth Diaries,m
Alain Goulem,Trick or Treaty?,m
Zina Wilde,The Moth Diaries,f
Zina Wilde,Billions (2016-2017),f
Daniel Sunjata,Graceland,m
Daniel Sunjata,Law & Order: Special Victims Unit (2002-2011),m
Aaron Tveit,Graceland,m
Aaron Tveit,Gossip Girl,m
Rhys Coiro,Graceland,m
Rhys Coiro,A Gifted Man,m
Rhys Coiro,Entourage,m
Jamie Gray Hyder,Graceland,f
Jamie Gray Hyder,Law & Order: Special Victims Unit (2002-2011),f
Brit Morgan,Graceland,f
Brit Morgan,Riverdale,f
Pedro Pascal,Graceland,m
Pedro Pascal,Wonder Woman 1984,m
Pedro Pascal,Exposed,m
Pedro Pascal,The Mentalist,m
Coby Ryan McLaughlin,Graceland,m
Coby Ryan McLaughlin,The Glades,m
Vincent Laresca,Graceland,m
Vincent Laresca,Lords of Dogtown,m
Vincent Laresca,The Unknown,m
Nestor Serrano,Graceland,m
Nestor Serrano,Moloney,m
Nestor Serrano,Dellaventura,m
John Kapelos,Graceland,m
John Kapelos,Psych,m
John Kapelos,Shark,m
Roger Floyd,Graceland,m
Roger Floyd,Constantine,m
Peter Stormare,Graceland,m
Peter Stormare,Rake,m
Peter Stormare,Awakenings,m
Peter Stormare,Briarpatch,m
Peter Stormare,Manhattan,m
Peter Stormare,Freud Leaving Home,m
Deniz Akdeniz,Graceland,m
Deniz Akdeniz,Siren,m
Christopher Redman,Graceland,m
Christopher Redman,K-19: The Widowmaker,m
Annie Ilonzeh,Graceland,f
Annie Ilonzeh,Chicago Fire,f
Annie Ilonzeh,Drop Dead Diva,f
Raheem Babalola,Graceland,m
Raheem Babalola,David Makes Man,m
AnnaSophia Robb,The Expecting,f
AnnaSophia Robb,The Carrie Diaries (2013-2014),f
Mira Sorvino,The Expecting,f
Mira Sorvino,The Dutch Master,f
Mira Sorvino,Tales of Erotica,f
Mira Sorvino,Psych,f
Adrian M. Mompoint,The Expecting,m
Adrian M. Mompoint,Detroit,m
Erik Van Wyck,The Expecting,m
Erik Van Wyck,Hunger Point,m
Daniel Washington,The Expecting,m
Daniel Washington,Detroit,m
Daniel K. Isaac,The Expecting,m
Daniel K. Isaac,Billions (2016-2017),m
David Cronenberg,Alias Grace,m
David Cronenberg,To Each His Own Cinema,m
Paul Gross,Alias Grace,m
Paul Gross,Tales of the City,m
Sarah Manninen,Alias Grace,f
Sarah Manninen,The Prince and Me,f
Elizabeth Saunders,Alias Grace,f
Elizabeth Saunders,Amelia,f
Samantha Weinstein,Alias Grace,f
Samantha Weinstein,Carrie,f
Diane D'Aquila,Alias Grace,f
Diane D'Aquila,Take This Waltz,f
Albert Schultz,Alias Grace,m
Albert Schultz,Critical Choices,m
Lisa Codrington,Alias Grace,f
Lisa Codrington,Anne with an E,f
Diane Flacks,Alias Grace,f
Diane Flacks,Take This Waltz,f
Mairtin O'Carrigan,Alias Grace,m
Mairtin O'Carrigan,Stories We Tell,m
Kelly Jones,Alias Grace,m
Kelly Jones,Sugar Town,m
Mann Alfonso,Constantine,m
Mann Alfonso,Party of Five,m
Claire van der Boom,Constantine,f
Claire van der Boom,Game of Silence,f
Patrick Carroll,Constantine,m
Patrick Carroll,Olive Kitteridge,m
Shamier Anderson,Constantine,m
Shamier Anderson,Shots Fired,m
Shamier Anderson,Destroyer,m
Annalise Basso,Constantine,f
Annalise Basso,Electric Dreams,f
Werner Daehn,Constantine,m
Werner Daehn,Speed Racer,m
J.D. Evermore,Constantine,m
J.D. Evermore,Cloak & Dagger,m
J.D. Evermore,Stop-Loss,m
Nick Gehlfuss,Constantine,m
Nick Gehlfuss,Chicago Fire,m
Lisa Darr,Constantine,f
Lisa Darr,EZ Streets,f
James Le Gros,Constantine,m
James Le Gros,Point Break,m
James Le Gros,Near Dark,m
James Le Gros,Common Ground,m
James Le Gros,Night Moves,m
James Le Gros,Certain Women,m
James Le Gros,Girls,m
James Le Gros,Lovely & Amazing,m
Charles Parnell,Constantine,m
Charles Parnell,Briarpatch,m
William Mapother,Constantine,m
William Mapother,Ro,m
William Mapother,The Mentalist,m
William Mapother,Lords of Dogtown,m
Sharon Conley,Constantine,f
Sharon Conley,The Secret Life of Bees,f
Sharon Conley,Drop Dead Diva,f
Michael McGrady,Constantine,m
Michael McGrady,Southland (2011-2012),m
Michael McGrady,Low Winter Sun,m
Michael McGrady,A Child Lost Forever: The Jerry Sherwood Story,m
Annie Monroe,Constantine,f
Annie Monroe,Southland (2011-2012),f
Robert Pralgo,Constantine,m
Robert Pralgo,Star,m
Chasty Ballesteros,Constantine,f
Chasty Ballesteros,Angie Tribeca,f
Chasty Ballesteros,The Unknown,f
Victor McCay,Constantine,m
Victor McCay,Drop Dead Diva,m
Cullen Moss,Constantine,m
Cullen Moss,Shots Fired,m
Cullen Moss,The Secret Life of Bees,m
Amy Parrish,Constantine,f
Amy Parrish,The Visitor,f
Teddy Sears,Armani,m
Teddy Sears,Masters of Sex,m
Teddy Sears,Chicago Fire,m
Naveen Andrews,My Own Country,m
Naveen Andrews,Sense8 (2015-2018),m
Naveen Andrews,Sense8: Creating the World,m
Naveen Andrews,Sense8,m
Naveen Andrews,Bride & Prejudice,m
Glenne Headly,My Own Country,f
Glenne Headly,The Namesake,f
Glenne Headly,Making Mr. Right,f
Swoosie Kurtz,My Own Country,f
Swoosie Kurtz,American Playhouse,f
Swoosie Kurtz,Sisters,f
Swoosie Kurtz,Huff,f
Marisa Tomei,My Own Country,f
Marisa Tomei,The Perez Family,f
Marisa Tomei,Slums of Beverly Hills,f
Marisa Tomei,Four Rooms,f
Marisa Tomei,What Women Want,f
Ellora Patnaik,My Own Country,f
Ellora Patnaik,Wild Card,f
Peter MacNeill,My Own Country,m
Peter MacNeill,The Caveman's Valentine,m
Peter MacNeill,The Divide,m
David Fox,My Own Country,m
David Fox,Mrs. Soffel,m
Ranjit Chowdhry,My Own Country,m
Ranjit Chowdhry,Mississippi Masala,m
Ranjit Chowdhry,The Perez Family,m
Steve Cumyn,My Own Country,m
Steve Cumyn,K-19: The Widowmaker,m
Sanjay Talwar,My Own Country,m
Sanjay Talwar,Loser,m
Mira Nair,My Own Country,f
Mira Nair,Mississippi Masala,f
Mira Nair,The Perez Family,f
Mira Nair,Monsoon Wedding,f
Bill Lake,My Own Country,m
Bill Lake,Power and Beauty,m
Bill Lake,Giving Up the Ghost,m
Michael Harris,My Own Country,m
Michael Harris,The Watermelon Woman,m
Goldy Notay,My Own Country,f
Goldy Notay,It's a Wonderful Afterlife,f
Goldy Notay,Beecham House,f
Peter Graham,My Own Country,m
Peter Graham,K-19: The Widowmaker,m
Tannis Burnett,My Own Country,f
Tannis Burnett,The Wonderful World of Disney,f
Damir Andrei,My Own Country,m
Damir Andrei,The Wonderful World of Disney,m
Damir Andrei,The Caveman's Valentine,m
Denzel Washington,Mississippi Masala,m
Denzel Washington,The Preacher's Wife,m
Sarita Choudhury,Mississippi Masala,f
Sarita Choudhury,The Perez Family,f
Sarita Choudhury,SUBWAYStories: Tales from the Underground,f
Sarita Choudhury,High Art,f
Roshan Seth,Mississippi Masala,m
Roshan Seth,Monsoon Wedding,m
Roshan Seth,Beecham House,m
Charles S. Dutton,Mississippi Masala,m
Charles S. Dutton,Bessie,m
Anjan Srivastav,Mississippi Masala,m
Anjan Srivastav,Hello Bombay!,m
Sam Sherrill,Mississippi Masala,m
Sam Sherrill,The Ponder Heart,m
Sahira Nair,Mississippi Masala,f
Sahira Nair,Monsoon Wedding,f
Sahira Nair,The Namesake,f
Irrfan Khan,Hello Bombay!,m
Irrfan Khan,Migration,m
Irrfan Khan,The Namesake,m
Irrfan Khan,"New York, I Love You",m
Sulabha Deshpande,Hello Bombay!,f
Sulabha Deshpande,Migration,f
David Oyelowo,Queen of Katwe,m
David Oyelowo,Jay Z: Family Feud ft. Beyoncé,m
David Oyelowo,A Wrinkle in Time,m
David Oyelowo,Middle of Nowhere,m
David Oyelowo,Selma,m
David Oyelowo,August 28th,m
David Oyelowo,Rage,m
Lupita Nyong'o,Queen of Katwe,f
Lupita Nyong'o,August 28th,f
Joel Okuyo Atiku Prynce,Queen of Katwe,m
Joel Okuyo Atiku Prynce,Africa First: Volume Two,m
Ingvar Sigurdsson,8,m
Ingvar Sigurdsson,K-19: The Widowmaker,m
Alice Englert,8,f
Alice Englert,Top of the Lake (2013-2017),f
Alice Englert,The Water Diary,f
Alice Englert,Ginger & Rosa,f
Tintin Marova Kelly,8,f
Tintin Marova Kelly,The Water Diary,f
Isidore Tillers,8,f
Isidore Tillers,The Water Diary,f
Harry Greenwood,8,m
Harry Greenwood,The Water Diary,m
Harry Greenwood,The Nightingale,m
Geneviève Lemon,8,f
Geneviève Lemon,Sweetie,f
Geneviève Lemon,Top of the Lake (2013-2017),f
Geneviève Lemon,To Each His Own Cinema,f
Geneviève Lemon,Holy Smoke,f
Geneviève Lemon,The Piano,f
Geneviève Lemon,The Water Diary,f
Miranda Jakich,8,f
Miranda Jakich,The Water Diary,f
Justine Clarke,8,f
Justine Clarke,The Water Diary,f
Russell Dykstra,8,m
Russell Dykstra,The Water Diary,m
Ian Abdulla,8,m
Ian Abdulla,The Water Diary,m
Di Adams,8,f
Di Adams,The Water Diary,f
Chris Haywood,8,m
Chris Haywood,The Water Diary,m
Chris Haywood,Oscar and Lucinda,m
Clayton Jacobson,8,m
Clayton Jacobson,Top of the Lake (2013-2017),m
Clayton Jacobson,To Each His Own Cinema,m
Clayton Jacobson,The Water Diary,m
Megan Gay,8,f
Megan Gay,Speed Racer,f
Megan Gay,Æon Flux,f
Michael Lehr,8,m
Michael Lehr,The Night Shift,m
Constance Ejuma,8,f
Constance Ejuma,Proof,f
Tanvi Azmi,September 11,f
